timeold	time	operator	flow (L/s) 	raw (NTU)	sed (NTU)	filter1 (NTU)	filter2 (NTU)	filter (NTU)	Cuagulante	coag (mg/L)	Cloro	Cl (mg/L)	backwash1	backwash2	Observaciones	
5/29/2018 1:00	43249.04	Sergio Torrez	7	13	2.9			#DIV/0!	111.11	12			txt	txt	txt	
5/29/2018 2:00	43249.08	Sergio Torrez	7	10.3	1.8			#DIV/0!	111.11	11.11						
5/29/2018 3:00	43249.13	Sergio Torrez	7	9.2	1.58			#DIV/0!	111.11	11.11						
5/29/2018 4:00	43249.17	Sergio Torrez	7	8.4	1.4			#DIV/0!	111.11	11.11						
5/29/2018 5:00	43249.21	Sergio Torrez	7	8.4	1.2			#DIV/0!	111.11	11.11						
5/29/2018 6:00	43249.25	Sergio Torrez	7	7.6	3.1			#DIV/0!	111.11	11.11						
5/30/2018 7:00	43250.29	Israel Garcia	7					#DIV/0!	111.11	9.1						
5/30/2018 8:00	43250.33	Israel Garcia	7					#DIV/0!	111.11	9.5						
5/30/2018 9:00	43250.38	Israel Garcia	7					#DIV/0!	111.11	8.99						
5/30/2018 10:00	43250.42	Israel Garcia	7					#DIV/0!	111.11	8.46						
5/30/2018 11:00	43250.46	Israel Garcia	7					#DIV/0!	111.11	8.47						
5/30/2018 12:00	43250.50	Israel Garcia	7					#DIV/0!	111.11	12.16						
5/30/2018 13:00	43250.54	Israel Garcia	7					#DIV/0!	111.11	12.5	5.6					
5/30/2018 14:00	43250.58	Israel Garcia	7					#DIV/0!	111.11	11.11	5.6	0.34				
5/30/2018 14:40	43250.61	Israel Garcia	 -   					#DIV/0!								
5/30/2018 18:00	43250.75	Leonel Herrera	 -   					#DIV/0!							PLANTA FUERA DE FUNCIONAMIENTO	
5/31/2018 6:00	43251.25	Jobani Perez	1.4	16				#DIV/0!	111.11							
5/31/2018 7:00	43251.29	Jobani Perez	7	4.8				#DIV/0!	111.11							
5/31/2018 8:00	43251.33	Jobani Perez	7	14				#DIV/0!	111.11	12.9	5.6					
5/31/2018 9:00	43251.38	Jobani Perez	7	10	8.6			#DIV/0!	111.11	10.05	5.6	0.26				
5/31/2018 10:00	43251.42	Jobani Perez	7	11	4			#DIV/0!	111.11	9.5	5.6	0.26				
5/31/2018 11:00	43251.46	Jobani Perez	7	14	8.2			#DIV/0!	111.11	10	5.6	0.26				
5/31/2018 12:00	43251.50	Jobani Perez	7	12	6.1			#DIV/0!	111.11	14.8	5.6	0.26				
5/31/2018 13:00	43251.54	Jobani Perez	7	11	3.7			#DIV/0!	111.11	14.2	5.6	0.26				
5/31/2018 14:00	43251.58	Jobani Perez	7	7.5	3.6			#DIV/0!	111.11	14.2	5.6	0.26				
5/31/2018 15:00	43251.63	Jobani Perez	7	7.4	3.8			#DIV/0!	111.11	12.2	5.6	0.26				
5/31/2018 16:00	43251.67	Jobani Perez	7	7.2	6.5			#DIV/0!	111.11	13	5.6	0.26				
5/31/2018 17:00	43251.71	Jobani Perez	7	6.3	5.2			#DIV/0!	111.11	7.93	5.6	0.26				
5/31/2018 18:00	43251.75	Jobani Perez	7	7.7	6.3			#DIV/0!	111.11	7.93	5.6	0.05				
5/31/2018 19:00	43251.79	Israel Garcia	7	6.6	6.1			#DIV/0!	111.11	9	5.6	0.08				
5/31/2018 20:00	43251.83	Israel Garcia	7	5.7	5.5			#DIV/0!	111.11	10.5	5.6	0.1				
5/31/2018 21:00	43251.88	Israel Garcia	7	6	3.2			#DIV/0!	111.11	10	5.6	0.09				
5/31/2018 23:00	43251.96	Israel Garcia	7	5.4	5.1			#DIV/0!	111.11	10.5	5.6	0.09				
6/1/2018 0:00	43252.00	Israel Garcia	7	5.3	4.8			#DIV/0!	111.11	10.05	5.6	0.09				
6/1/2018 2:00	43252.08	Israel Garcia	7	5.5	4.4			#DIV/0!	111.11	10.06	5.6	0.1				
6/1/2018 4:00	43252.17	Israel Garcia	7	5.4	3.7			#DIV/0!	111.11	12.2	5.6	0.08				
6/1/2018 5:00	43252.21	Israel Garcia	7	6.7	3.7			#DIV/0!	111.11	11.05	5.6	0.1				
6/1/2018 6:00	43252.25	Israel Garcia	7	5.4	4.5			#DIV/0!	111.11	1.05	5.6	0.1				
6/1/2018 7:00	43252.29	Sergio Torrez	7	4.7	4.1			#DIV/0!	111.11	8.99	5.6	0.05				
6/1/2018 8:00	43252.33	Sergio Torrez	7	4.8	3.5			#DIV/0!	111.11	10.05	5.6	0.08				
6/1/2018 9:00	43252.38	Sergio Torrez	7	5.2	4.3			#DIV/0!	111.11	9.05	5.6	0.08			SE        PARA        EL      PROCESO      DE       LA       PLANTA       POR      LIMPIEZA       	
6/1/2018 11:00	43252.46	Sergio Torrez	7	5	4.8			#DIV/0!	111.11	12.6	5.6	0.53				
6/1/2018 12:00	43252.50	Sergio Torrez	7	4.6	4.4			#DIV/0!	111.11	11.6	5.6	0.32				
6/1/2018 13:00	43252.54	Sergio Torrez	7	4.7	4			#DIV/0!	111.11	10.5	5.6	0.26				
6/1/2018 14:00	43252.58	Sergio Torrez	7	4.5	3.6			#DIV/0!	111.11	10.8	5.6	0.27				
6/1/2018 15:00	43252.63	Sergio Torrez	7	4.5	3.5			#DIV/0!	111.11	10.5	5.6	0.45				
6/1/2018 16:00	43252.67	Sergio Torrez	7	4.5	3.1			#DIV/0!	111.11	10	5.6	0.18				
6/1/2018 17:00	43252.71	Sergio Torrez	7	4.8	3.2			#DIV/0!	111.11	10.5	5.6	0.19				
6/1/2018 18:00	43252.75	Sergio Torrez	7	4.8	3.4			#DIV/0!	111.11	10.8	5.6	0.13				
6/1/2018 19:00	43252.79	Jobani Perez	7	4.4	3.2			#DIV/0!	111.11	10.13	5.6	0.12				
6/1/2018 20:00	43252.83	Jobani Perez	7	4.8	3.6			#DIV/0!	111.11	9.53	5.6	0.09				
6/1/2018 21:00	43252.88	Jobani Perez	7	4.2	3.3			#DIV/0!	111.11	10.05	5.6	0.5				
6/1/2018 22:00	43252.92	Jobani Perez	7	4.8	3.4			#DIV/0!	111.11	9.5	5.6	0.26				
6/1/2018 23:00	43252.96	Jobani Perez	7	4.8	3.2			#DIV/0!	111.11	8.9	5.6	0.26				
6/2/2018 0:00	43253.00	Jobani Perez	7	4.7	3			#DIV/0!	111.11	8.46	5.6	0.4				
6/2/2018 1:00	43253.04	Jobani Perez	7	5.5	3.5			#DIV/0!	111.11	7.93	5.6	0.32				
6/2/2018 2:00	43253.08	Jobani Perez	7	4	3			#DIV/0!	111.11	10	5.6	0.37				
6/2/2018 3:00	43253.13	Jobani Perez	7	4.9	3.7			#DIV/0!	111.11	7.82	5.6	0.26				
6/2/2018 4:00	43253.17	Jobani Perez	7	4.7	3.5			#DIV/0!	111.11	6.72	5.6	0.16				
6/2/2018 5:00	43253.21	Jobani Perez	7	4	2.2			#DIV/0!	111.11	6.9	5.6	0.16				
6/2/2018 6:00	43253.25	Jobani Perez	7	3.5	3			#DIV/0!	111.11	12	5.6	0.42				
6/2/2018 7:00	43253.29	Leonel Herrera	7	3.5	2.9			#DIV/0!	111.11	12.6	5.6	0.13				
6/2/2018 8:00	43253.33	Leonel Herrera	7	3.8	3.2			#DIV/0!	111.11	11.6	5.6	0.37				
6/2/2018 9:00	43253.38	Leonel Herrera	7	3.5	2.8			#DIV/0!	111.11	9.25	5.6	0.37				
6/2/2018 10:00	43253.42	Leonel Herrera	7	4	3.3			#DIV/0!	111.11	10.05	5.6	0.4				
6/2/2018 11:00	43253.46	Leonel Herrera	7	3.5	2.9			#DIV/0!	111.11	12.6	5.6	0.13				
6/2/2018 12:00	43253.50	Leonel Herrera	7	3.5	3.2			#DIV/0!	111.11	13.2	5.6	0.13				
6/2/2018 13:00	43253.54	Leonel Herrera	7	3.4	3.3			#DIV/0!	111.11	4.23	5.6	0.33				
6/2/2018 14:00	43253.58	Leonel Herrera	7	3.6	3.1			#DIV/0!	111.11	8.4	5.6	0.34				
6/2/2018 15:00	43253.63	Leonel Herrera	7	3.6	3.2			#DIV/0!	111.11	8.4	5.6	0.34				
6/2/2018 16:00	43253.67	Leonel Herrera	7	3.6	2.9			#DIV/0!	111.11	7.9	5.6	0.4				
6/2/2018 17:00	43253.71	Leonel Herrera	7	3.5	2.8			#DIV/0!	111.11	7.9	5.6	0.28				
6/2/2018 18:00	43253.75	Leonel Herrera	7	3.3	2.4			#DIV/0!	111.11	7.9	5.6	0.16				
6/2/2018 19:00	43253.79	Sergio Torrez	7	3.5	2.8			#DIV/0!	111.11	11.11	5.6	0.22				
6/2/2018 20:00	43253.83	Sergio Torrez	7	3.3	3			#DIV/0!	111.11	7.4	5.6	0.21				
6/2/2018 21:00	43253.88	Sergio Torrez	7	3.5	3.2			#DIV/0!	111.11	10.5	5.6	0.16				
6/2/2018 22:00	43253.92	Sergio Torrez	7	3.7	3.2			#DIV/0!	111.11	8.9	5.6	0.2				
6/2/2018 23:00	43253.96	Sergio Torrez	7	3.8	3.2			#DIV/0!	111.11	9.5	5.6	0.18				
6/3/2018 0:00	43254.00	Sergio Torrez	7	3.4	3			#DIV/0!	111.11	9.5	5.6	0.15				
6/3/2018 1:00	43254.04	Sergio Torrez	7	3.5	2.8			#DIV/0!	111.11	10.5	5.6	0.17				
6/3/2018 2:00	43254.08	Sergio Torrez	7	3.5	2.6			#DIV/0!	111.11	11.11	5.6	0.14				
6/3/2018 3:00	43254.13	Sergio Torrez	7	3.6	2.8			#DIV/0!	111.11	9	5.6	0.14				
6/3/2018 4:00	43254.17	Sergio Torrez	7	3	2.6			#DIV/0!	111.11	7.3	5.6	0.16				
6/3/2018 5:00	43254.21	Sergio Torrez	7	3.2	2.4			#DIV/0!	111.11	6.8	5.6	0.12				
6/3/2018 6:00	43254.25	Sergio Torrez	7	3.7	2.6			#DIV/0!	111.11	10.5	5.6	0.16				
6/3/2018 7:00	43254.29	Israel Garcia	7	3.1	2.5			#DIV/0!	111.11	11.11	5.6	0.13				
6/3/2018 8:00	43254.33	Israel Garcia	7	3.2	2.5			#DIV/0!	111.11	11.11	5.6	0.16				
6/3/2018 9:00	43254.38	Israel Garcia	7	3.1	2.3			#DIV/0!	111.11	11.11	5.6	0.15				
6/3/2018 10:00	43254.42	Israel Garcia	7	3	2.7			#DIV/0!	111.11	11.11	5.6	0.2				
6/3/2018 11:00	43254.46	Israel Garcia	7	3.1	2.4			#DIV/0!	111.11	14.02	5.6	0.2				
6/3/2018 12:00	43254.50	Israel Garcia	7	2.9	2.8			#DIV/0!	111.11	14.02	5.6	0.21				
6/3/2018 13:00	43254.54	Israel Garcia	7	3.3	3			#DIV/0!	111.11	11.64	5.6	0.21				
6/3/2018 14:00	43254.58	Israel Garcia	7	5.3	3.5			#DIV/0!	111.11	12.01	5.6	0.2				
6/3/2018 15:00	43254.63	Israel Garcia	7	3.7	3.4			#DIV/0!	111.11	12.06	5.6	0.25				
6/3/2018 16:00	43254.67	Israel Garcia	7	3.4	2.9			#DIV/0!	111.11	12.69	5.6	0.29				
6/3/2018 17:00	43254.71	Israel Garcia	7	3.2	2.8			#DIV/0!	111.11	13.2	5.6	0.29				
6/3/2018 18:00	43254.75	Israel Garcia	7	3.1	2.7			#DIV/0!	111.11	12.6	5.6	0.18				
6/3/2018 19:00	43254.79	Leonel Herrera	7	3.2	2.9			#DIV/0!	111.11	12.16	5.6	0.18				
6/3/2018 20:00	43254.83	Leonel Herrera	7	2.9	2.6			#DIV/0!	111.11	12.16	5.6	0.18				
6/3/2018 21:00	43254.88	Leonel Herrera	7	2.7	2.5			#DIV/0!	111.11	12.16	5.6	0.18				
6/3/2018 22:00	43254.92	Leonel Herrera	7	3.1	2.5			#DIV/0!	111.11	8.46	5.6	0.18				
6/3/2018 23:00	43254.96	Leonel Herrera	7	2.8	2.5			#DIV/0!	111.11	8.46	5.6	0.13				
6/4/2018 0:00	43255.00	Leonel Herrera	7	2.6	2.4			#DIV/0!	111.11	8.46	5.6	0.13				
6/5/2018 1:00	43256.04	Leonel Herrera	7	2.7	2.5			#DIV/0!	111.11	7.93	5.6	0.13				
6/5/2018 2:00	43256.08	Leonel Herrera	7	2.8	2.6			#DIV/0!	111.11	7.93	5.6	0.11				
6/5/2018 3:00	43256.13	Leonel Herrera	7	2.8	2.6			#DIV/0!	111.11	7.93	5.6	0.13				
6/5/2018 4:00	43256.17	Leonel Herrera	7	3.3	3			#DIV/0!	111.11	7.93	5.6	0.13				
6/5/2018 5:00	43256.21	Leonel Herrera	7	2.8	2.9			#DIV/0!	111.11	7.93	5.6	0.45				
6/5/2018 6:00	43256.25	Leonel Herrera	7	2.9	2.8			#DIV/0!	111.11	7.93	5.6	0.46				
6/4/2018 7:00	43255.29	Jobani Perez	7	3.1	2.9			#DIV/0!	111.11	7.94	5.6	0.26				
6/4/2018 8:00	43255.33	Jobani Perez	7	3.5	2.8			#DIV/0!	111.11	8.2	5.6	0.34				
6/4/2018 9:00	43255.38	Jobani Perez	7	4	3.1			#DIV/0!	111.11	8.2	5.6	0.46				
6/4/2018 10:00	43255.42	Jobani Perez	7	3.8	2.8			#DIV/0!	111.11	7.92	5.6	0.5				
6/4/2018 11:00	43255.46	Jobani Perez	7	3	3.5			#DIV/0!	111.11	6.34	5.6	0.38				
6/4/2018 12:00	43255.50	Jobani Perez	7	3	2.8			#DIV/0!	111.11	7.2	5.6	0.26				
6/4/2018 13:00	43255.54	Jobani Perez	7	3.2	2.7			#DIV/0!	111.11	4.23	5.6	0.76				
6/4/2018 14:00	43255.58	Jobani Perez	7	3.2	2.5			#DIV/0!	111.11	4.2	5.6	0.76				
6/4/2018 15:00	43255.63	Jobani Perez	7	3.4	2.9			#DIV/0!	111.11	4.16	5.6	0.7				
6/4/2018 16:00	43255.67	Jobani Perez	7	3.3	2.9			#DIV/0!	111.11	4.25	5.6	0.52				
6/4/2018 17:00	43255.71	Jobani Perez	7	3.1	2.7			#DIV/0!	111.11	4.3	5.6	0.56				
6/4/2018 18:00	43255.75	Jobani Perez	7	3	2.6			#DIV/0!	111.11	4.59	5.6	0.32				
6/4/2018 19:00	43255.79	Israel Garcia	7	3.3	2.8			#DIV/0!	111.11	5.29	5.6	0.08				
6/4/2018 20:00	43255.83	Israel Garcia	7	3.1	2.7			#DIV/0!	111.11	5.29	5.6	0.09				
6/4/2018 21:00	43255.88	Israel Garcia	7	2.9	2.8			#DIV/0!	111.11	5.29	5.6	0.1				
6/4/2018 22:00	43255.92	Israel Garcia	7	2.6	2.4			#DIV/0!	111.11	5.3	5.6	0.1				
6/4/2018 23:00	43255.96	Israel Garcia	7	2.8	2.5			#DIV/0!	111.11	5.29	5.6	0.12				
6/5/2018 0:00	43256.00	Israel Garcia	7	2.9	2.7			#DIV/0!	111.11	5.29	5.6	0.1				
6/6/2018 1:00	43257.04	Israel Garcia	7	3	2.8			#DIV/0!	111.11	5.3	5.6	0.13				
6/6/2018 2:00	43257.08	Israel Garcia	7	3.1	2.9			#DIV/0!	111.11	5.3	5.6	0.13				
6/6/2018 3:00	43257.13	Israel Garcia	7	2.9	2.6			#DIV/0!	111.11	5.29	5.6	0.1				
6/6/2018 4:00	43257.17	Israel Garcia	7	2.7	2.4			#DIV/0!	111.11	5.3	5.6	0.13				
6/6/2018 5:00	43257.21	Israel Garcia	7	2.8	2.6			#DIV/0!	111.11	10.58	5.6	0.6				
6/6/2018 6:00	43257.25	Israel Garcia	7	2.5	2.4			#DIV/0!	111.11	10.6	5.6	0.5				
6/6/2018 7:00	43257.29	Sergio Torrez	7	2.4	2.4			#DIV/0!	111.11	8.4	5.6	0.42				
6/6/2018 8:00	43257.33	Sergio Torrez	7	2.7	2.6			#DIV/0!	111.11	10.5	5.6	0.64				
6/6/2018 9:00	43257.38	Sergio Torrez	7	2.6	2.5			#DIV/0!	111.11	10.8	5.6	0.64				
6/6/2018 10:00	43257.42	Sergio Torrez	7	3.2	2.4			#DIV/0!	111.11	8.9	5.6	0.5				
6/6/2018 11:00	43257.46	Sergio Torrez	7	2.9	2.8			#DIV/0!	111.11	8.9	5.6	0.61				
6/6/2018 12:00	43257.50	Sergio Torrez	7	2.9	2.6			#DIV/0!	111.11	9.1	6.1	0.55				
6/6/2018 13:00	43257.54	Sergio Torrez	7	3.7	2.5			#DIV/0!	111.11	8.9	6.1	0.87				
6/6/2018 14:00	43257.58	Sergio Torrez	7	7.1	3.2			#DIV/0!	111.11	10.5	6.1	0.92			SE     DESMONTO    LA     PLANTA      PARA      REALIZAR     LA    LIMPIEZA	
6/6/2018 18:00	43257.75	Sergio Torrez	7	6.6				#DIV/0!	111.11	12.6						
6/6/2018 20:00	43257.83	Jobani Perez	7	3.5	3.4			#DIV/0!	111.11	7.93	6.1	0.26				
6/6/2018 21:00	43257.88	Jobani Perez	7	3.5	3.1			#DIV/0!	111.11	7.96	6.1	0.29				
6/6/2018 22:00	43257.92	Jobani Perez	7	3.5	3.1			#DIV/0!	111.11	7.9	6.1	0.32				
6/6/2018 23:00	43257.96	Jobani Perez	7	3.6	3.1			#DIV/0!	111.11	7.8	6.1	0.32				
6/7/2018 0:00	43258.00	Jobani Perez	7	3.8	3			#DIV/0!	111.11	7.8	6.1	0.32				
6/8/2018 1:00	43259.04	Jobani Perez	7	3	2.8			#DIV/0!	111.11	4.2	6.1	0.3				
6/8/2018 2:00	43259.08	Jobani Perez	7	2.98	2.7			#DIV/0!	111.11	4	6.1	0.3				
6/8/2018 3:00	43259.13	Jobani Perez	7	2.9	2.6			#DIV/0!	111.11	4	6.1	0.36				
6/8/2018 4:00	43259.17	Jobani Perez	7	2.5	2.3			#DIV/0!	111.11	4.2	6.1	0.46				
6/8/2018 5:00	43259.21	Jobani Perez	7	2.7	2.2			#DIV/0!	111.11	4.76	6.1	0.5				
6/8/2018 6:00	43259.25	Jobani Perez	7	2.2	2.4			#DIV/0!	111.11	4.76	6.1	0.23				
6/8/2018 7:00	43259.29	Leonel Herrera	7	2.3	2.5			#DIV/0!	111.11	10.58	6.1	0.81				
6/8/2018 8:00	43259.33	Leonel Herrera	7	2.4	2.8			#DIV/0!	111.11	11.11	6.1	0.72				
6/8/2018 9:00	43259.38	Leonel Herrera	7	2.5	2.6			#DIV/0!	111.11	9.25	6.1	0.98				
6/8/2018 10:00	43259.42	Leonel Herrera	7	2.7	2.6			#DIV/0!	111.11	10.05	6.1	0.91				
6/8/2018 11:00	43259.46	Leonel Herrera	4.2	2.8	2.5			#DIV/0!	111.11	16.22	6.1	1.21				
6/8/2018 12:00	43259.50	Leonel Herrera	4.2	2.6	3			#DIV/0!	111.11	5.29	6.1	0.91				
6/8/2018 13:00	43259.54	Leonel Herrera	4.2	2.5	2.7			#DIV/0!	111.11	4.4	6.1	1.11				
6/8/2018 14:00	43259.58	Leonel Herrera	4.2	2.5	2.5			#DIV/0!	111.11	12.34	6.1	1.01				
6/8/2018 15:00	43259.63	Leonel Herrera	4.2	2.4	2.5			#DIV/0!	111.11	10.58	6.1	0.82				
6/8/2018 16:00	43259.67	Leonel Herrera	4.2	2.4	2.1			#DIV/0!	111.11	11.46	6.1	1.3				
6/8/2018 17:00	43259.71	Leonel Herrera	4.2	2.4	2.2			#DIV/0!	111.11	11.46	6.1	1.3				
6/8/2018 18:00	43259.75	Leonel Herrera	4.2	2.4	2.3			#DIV/0!	111.11	8.81	6.1	0.82				
6/8/2018 19:00	43259.79	Sergio Torrez	4.2	2.6	2.1			#DIV/0!	111.11	7.99	6.1	0.53				
6/8/2018 20:00	43259.83	Sergio Torrez	4.2	3	2.3			#DIV/0!	111.11	8.88	6.1	0.52				
6/8/2018 21:00	43259.88	Sergio Torrez	4.2	2.3	2.1			#DIV/0!	111.11	7.99	6.1	0.5				
6/8/2018 22:00	43259.92	Sergio Torrez	4.2	2.9	2.2			#DIV/0!	111.11	7.11	6.1	0.49				
6/8/2018 23:00	43259.96	Sergio Torrez	4.2	2.3	2.2			#DIV/0!	111.11	7.11	6.1	0.52				
6/9/2018 0:00	43260.00	Sergio Torrez	4.2	2.6	2.1			#DIV/0!	111.11	8.81	6.1				LABADO DE BOTES POR DENTRO Y MANGUERAS	
6/10/2018 1:00	43261.04	Sergio Torrez	4.2	2.3	1.9			#DIV/0!	111.11	8.81	6.1	0.2				
6/10/2018 2:00	43261.08	Sergio Torrez	4.2	2.3	1.8			#DIV/0!	111.11	8.6	6.1	0.3				
6/10/2018 3:00	43261.13	Sergio Torrez	4.2	2.9	1.9			#DIV/0!	111.11	11.4	6.1	0.28				
6/10/2018 4:00	43261.17	Sergio Torrez	4.2	2.3	1.8			#DIV/0!	111.11	9.7	6.1	0.92				
6/10/2018 5:00	43261.21	Sergio Torrez	4.2	2.2	2			#DIV/0!	111.11	9	6.1	0.68				
6/10/2018 6:00	43261.25	Sergio Torrez	4.2	2.5	2.1			#DIV/0!	111.11	7.99	6.1	0.73				
6/10/2018 7:00	43261.29	Israel Garcia	4.2	2.4	2			#DIV/0!	111.11	8.99	6.1	0.93				
6/10/2018 8:00	43261.33	Israel Garcia	4.2	2.7	2.1			#DIV/0!	111.11	8.81	6.1	0.77				
6/10/2018 9:00	43261.38	Israel Garcia	4.2	2.2	1.6			#DIV/0!	111.11	8.81	6.1	-			% DE CLORO EN EL TANQUE DE ALMACENAMIENTO SE DESCONECTA EL CLORO Y QUIMICO PARA LAVAR Y TANQUE DE ALMACENAMIENTO	
6/10/2018 10:00	43261.42	Israel Garcia	4.2	 - 				#DIV/0!	111.11	-	6.1	-				
6/10/2018 11:00	43261.46	Israel Garcia	4.2	 - 				#DIV/0!	111.11	11.9	6.1	-				
6/10/2018 12:00	43261.50	Israel Garcia	4.2	2.3	2.1			#DIV/0!	111.11	9.7	6.1	0.88				
6/10/2018 13:00	43261.54	Israel Garcia	4.2	2.4	2.2			#DIV/0!	111.11	10.1	6.1	0.88				
6/10/2018 14:00	43261.58	Israel Garcia	4.2	3.1	2.6			#DIV/0!	111.11	12.1	6.1	0.88				
6/10/2018 15:00	43261.63	Israel Garcia	4.2	6.1	2.7			#DIV/0!	111.11	12.34	6.1	0.9				
6/10/2018 16:00	43261.67	Israel Garcia	4.2	2.9	3.9			#DIV/0!	111.11	17.06	6.1	0.9				
6/10/2018 17:00	43261.71	Israel Garcia	4.2	14	7.8			#DIV/0!	111.11	24.94	6.1	-			23 VT 120	
6/10/2018 18:00	43261.75	Israel Garcia	4.2	70	12			#DIV/0!	111.11	20.5	6.1	-			24MG/S.L 140 SE PROCEDE BOTor AGUA MAL SEDIMENTADA	
6/10/2018 19:00	43261.79	Leonel Herrera	4.2	45	7			#DIV/0!	111.11	21.16	6.1	-			NO SE ESTA	
6/10/2018 20:00	43261.83	Leonel Herrera	4.2	30	7			#DIV/0!	111.11	20.5	6.1	-			APLICANDO CLORO	
6/10/2018 21:00	43261.88	Leonel Herrera	4.2	15	17			#DIV/0!	111.11	19.46	6.1	-				
6/10/2018 22:00	43261.92	Leonel Herrera	4.2	12	13			#DIV/0!	111.11	18.54	6.1	-				
6/10/2018 23:00	43261.96	Leonel Herrera	4.2	10	5.6			#DIV/0!	111.11	14.99	6.1	1.01				
6/11/2018 0:00	43262.00	Leonel Herrera	4.2	8.1	3.5			#DIV/0!	111.11	12.85	6.1	1.11				
6/12/2018 1:00	43263.04	Leonel Herrera	4.2	6.5	4.2			#DIV/0!	111.11	8.81	6.1	0.96				
6/12/2018 2:00	43263.08	Leonel Herrera	4.2	6.8	2.5			#DIV/0!	111.11	9.7	6.1	0.82				
6/12/2018 3:00	43263.13	Leonel Herrera	4.2	6.1	3.5			#DIV/0!	111.11	9.7	6.1	0.87				
6/12/2018 4:00	43263.17	Leonel Herrera	4.2	5.9	3.6			#DIV/0!	111.11	9.7	6.1	0.96				
6/12/2018 5:00	43263.21	Leonel Herrera	4.2	4.6	4.6			#DIV/0!	111.11	10.58	6.1	0.96				
6/12/2018 6:00	43263.25	Leonel Herrera	4.2	4.5	4.5			#DIV/0!	111.11	9.7	6.1	1.37				
6/12/2018 7:00	43263.29	Jobani Perez	4.2	5.4	4.2			#DIV/0!	111.11	9.7	6.1	1.37				
6/12/2018 8:00	43263.33	Jobani Perez	4.9	5.1	5			#DIV/0!	111.11	9.1	6.1	1.16				
6/12/2018 9:00	43263.38	Jobani Perez	4.9	5.4	4.5			#DIV/0!	111.11	9.28	6.1	1.18				
6/12/2018 10:00	43263.42	Jobani Perez	4.9	5.9	4.7			#DIV/0!	111.11	12.84	6.1	1.07				
6/12/2018 11:00	43263.46	Jobani Perez	4.9	5.2	5			#DIV/0!	111.11	12.82	6.1	1.06				
6/12/2018 12:00	43263.50	Jobani Perez	4.9	5.5	5.5			#DIV/0!	111.11	12.09	6.1	1.12				
6/12/2018 13:00	43263.54	Jobani Perez	4.9	5.9	5.2			#DIV/0!	111.11	11	6.1	1.16				
6/12/2018 14:00	43263.58	Jobani Perez	4.9	5.8	5			#DIV/0!	111.11	10.82	6.1	1.25				
6/12/2018 15:00	43263.63	Jobani Perez	4.9	5.5	5.1			#DIV/0!	111.11	11.32	6.1	1.16			PROCESO DE  LA PLANTA 	
6/12/2018 16:00	43263.67	Jobani Perez	4.9	5.1	5.6			#DIV/0!	111.11	11.32	6.1	1.16			SE DETUVO POR HACER	
6/12/2018 17:00	43263.71	Jobani Perez	4.9	5.2	5.1			#DIV/0!	111.11	10.58	6.1	1.12			LIMPIEZA EN SEDIMENTADOR	
6/12/2018 18:00	43263.75	Jobani Perez	4.9	5.8	4.7			#DIV/0!	111.11	10.52	6.1	1.12				
6/12/2018 19:00	43263.79	Israel Garcia	 - 	330	10.2			#DIV/0!	111.11	24.99	6.1	-			LA PLANTA SE SACA DE	
6/12/2018 20:00	43263.83	Israel Garcia	 - 	450	-			#DIV/0!	111.11	24.99	6.1	-			FUNCIONAMIENTO	
6/12/2018 21:00	43263.88	Israel Garcia	 - 	65	-			#DIV/0!	111.11	35	6.1	-				
6/12/2018 22:00	43263.92	Israel Garcia	4.9	45	8.5			#DIV/0!	111.11	29.47	6.1	-				
6/12/2018 23:00	43263.96	Israel Garcia	4.2	21	27			#DIV/0!	111.11	33.5	6.1	-				
6/13/2018 0:00	43264.00	Israel Garcia	4.2	21	27			#DIV/0!	111.11	33.5	6.1	-				
6/14/2018 1:00	43265.04	Israel Garcia	4.2	15	16			#DIV/0!	111.11	26.45	6.1	-				
6/14/2018 2:00	43265.08	Israel Garcia	4.2	13	11			#DIV/0!	111.11	17.63	6.1	-				
6/14/2018 3:00	43265.13	Israel Garcia	4.2	12	10			#DIV/0!	111.11	22.04	6.1	-				
6/14/2018 4:00	43265.17	Israel Garcia	4.2	11	12			#DIV/0!	111.11	19.4	6.1	1.01			INICIO DE APLICACI?N	
6/14/2018 5:00	43265.21	Israel Garcia	4.2	8.4	10			#DIV/0!	111.11	14.1	6.1	1.25			DE CLORO	
6/14/2018 6:00	43265.25	Israel Garcia	4.2	8.3	9.6			#DIV/0!	111.11	15.87	6.1	0.96				
6/14/2018 7:00	43265.29	Sergio Torrez	4.2	7.6	3.1			#DIV/0!	111.11	14.1	6.1	0.8				
6/14/2018 8:00	43265.33	Sergio Torrez	4.2	8.2	2.4			#DIV/0!	111.11	10.2	6.1	0.93				
6/14/2018 9:00	43265.38	Sergio Torrez	4.2	8.3	5.3			#DIV/0!	111.11	9.7	6.1	0.88				
6/14/2018 10:00	43265.42	Sergio Torrez	4.2	8.5	4.6			#DIV/0!	111.11	12.1	6.1	1.49				
6/14/2018 11:00	43265.46	Sergio Torrez	4.2	9.3	5.2			#DIV/0!	111.11	12.5	6.1	1.43				
6/14/2018 12:00	43265.50	Sergio Torrez	4.2	7.4	3			#DIV/0!	111.11	11.46	6.1	1.35				
6/14/2018 13:00	43265.54	Sergio Torrez	4.2	6.8	2.3			#DIV/0!	111.11	10.58	6.1	1.21				
