timeold	time	operator	flow (L/s) 	raw (NTU)	sed (NTU)	filter1 (NTU)	filter2 (NTU)	filter (NTU)	Cuagulante	coag (mg/L)	Cloro	Cl (mg/L)	backwash1	backwash2	Observaciones	
4/27/2019 7:00	43582.29	Sergio Torez	2.8	1.55	0.6	0.06	0.06	0.06	111.11	6.61	5.67	0.81				
4/27/2019 8:00	43582.33		2.8	1.14	0.35	0.07	0.08	0.075	111.11	7.27	5.67	0.81		Retrolavado		
4/27/2019 9:00	43582.38		2.8	1.23	0.33	0.08	0.08	0.08	111.11	7.27	5.67	0.81				
4/27/2019 10:00	43582.42		2.8	1.5	0.34	0.07	0.09	0.08	111.11	7.27	5.67	0.81				
4/27/2019 11:00	43582.46		2.8	1.6	0.38	0.08	0.08	0.08	111.11	7.27	5.67	0.77				
4/27/2019 12:00	43582.50		2.8	1.3	0.37	0.07	0.07	0.07	111.11	7.27	5.67	0.81				
4/27/2019 13:00	43582.54		2.8	1.28	0.39	0.06	0.06	0.06	111.11	7.27	5.67	0.81				
4/27/2019 14:00	43582.58		2.8	1.45	0.45	0.07	0.07	0.07	111.11	7.27	5.67	0.77				
4/27/2019 15:00	43582.63		2.8	1.16	0.49	0.08	0.08	0.08	111.11	7.27	5.67	0.77				
4/27/2019 16:00	43582.67		2.8	1.44	0.37	0.08	0.08	0.08	111.11	7.27	5.67	0.81				
4/27/2019 17:00	43582.71		2.8	1.6	0.35	0.07	0.07	0.07	111.11	7.27	5.67	0.81				
4/27/2019 18:00	43582.75		2.8	1.25	0.36	0.06	0.06	0.06	111.11	7.27	5.67	0.81				
4/27/2019 19:00	43582.79		2.8	1.89	0.28	0.07	0.08	0.075	111.11	7.27	5.67	0.81	Retrolavado			
4/27/2019 20:00	43582.83		2.8	1.37	0.31	0.07	0.07	0.07	111.11	7.27	5.67	0.81				
4/27/2019 21:00	43582.88		2.8	1.36	0.34	0.08	0.07	0.075	111.11	7.27	5.67	0.81				
4/27/2019 22:00	43582.92		2.8	1.57	0.34	0.07	0.09	0.08	111.11	7.27	5.67	0.67				
4/27/2019 23:00	43582.96		2.8	1.15	0.34	0.06	0.07	0.065	111.11	7.27	5.67	0.67				
4/28/2019 1:00	43583.04		2.8	1.71	0.31	0.09	0.07	0.08	111.11	7.27	5.67	0.67				
4/28/2019 2:00	43583.08	Sergio Torez	2.8	1.49	0.38	0.05	0.07	0.06	111.11	7.27	5.67	0.67				
4/28/2019 3:00	43583.13		2.8	1.89	0.35	0.05	0.08	0.065	111.11	7.27	5.67	0.67				
4/28/2019 4:00	43583.17		2.8	1.37	0.34	0.06	0.09	0.075	111.11	7.27	5.67	0.67				
4/28/2019 5:00	43583.21		2.8	1.69	0.36	0.06	0.06	0.06	111.11	7.27	5.67	0.67				
4/28/2019 6:00	43583.25		2.8	1.12	0.38	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
4/28/2019 7:00	43583.29	Giovani	2.8	1.34	0.36	0.06	0.05	0.055	111.11	7.27	5.67	0.67				
4/28/2019 8:00	43583.33		2.8	1.93	3.8	0.08	0.06	0.07	111.11	7.27	5.67	0.7				
4/28/2019 9:00	43583.38		2.8	1.56	0.32	0.04	0.05	0.045	111.11	7.27	5.67	0.7				
4/28/2019 10:00	43583.42		2.8	2.09	0.3	0.06	0.04	0.05	111.11	7.27	5.67	0.7				
4/28/2019 11:00	43583.46		2.8	1.98	0.35	0.07	0.05	0.06	111.11	7.27	5.67	0.74				
4/28/2019 12:00	43583.50		2.8	2	0.41	0.07	0.05	0.06	111.11	7.27	5.67	0.74				
4/28/2019 13:00	43583.54		2.8	3.74	0.55	0.05	0.05	0.05	111.11	7.27	5.67	0.74				
4/28/2019 14:00	43583.58		2.8	1.89	0.5	0.07	0.06	0.065	111.11	7.27	5.67	0.74				
4/28/2019 15:00	43583.63		2.8	1.4	0.6	0.05	0.05	0.05	111.11	7.27	5.67	0.74				
4/28/2019 16:00	43583.67		2.8	1.58	0.42	0.04	0.04	0.04	111.11	7.27	5.67	0.7				
4/28/2019 17:00	43583.71		2.8	1.18	0.5	0.05	0.04	0.045	111.11	7.27	5.67	0.74		Retrolavado		
4/28/2019 18:00	43583.75		2.8	1.38	0.51	0.06	0.05	0.055	111.11	7.27	5.67	0.74				
4/28/2019 19:00	43583.79		2.8	1.25	0.3	0.05	0.04	0.045	111.11	7.27	5.67	0.74				
4/28/2019 20:00	43583.83		2.8	1.66	0.38	0.04	0.04	0.04	111.11	7.27	5.67	0.74				
4/28/2019 21:00	43583.88		2.8	1.17	0.32	0.06	0.04	0.05	111.11	7.27	5.67	0.74				
4/28/2019 22:00	43583.92		2.8	1.52	0.5	0.05	0.06	0.055	111.11	7.27	5.67	0.74				
4/28/2019 23:00	43583.96		2.8	1.32	0.39	0.04	0.07	0.055	111.11	7.27	5.67	0.74				
4/30/2019 0:00	43585.00		2.8	1.34	0.34	0.06	0.05	0.055	111.11	7.27	5.67	0.74				
4/30/2019 1:00	43585.04		2.8	1.9	0.29	0.06	0.06	0.06	111.11	7.27	5.67	0.74				
4/30/2019 2:00	43585.08		2.8	1.26	0.38	0.06	0.05	0.055	111.11	7.27	5.67	0.74				
4/30/2019 3:00	43585.13		2.8	1.42	0.28	0.07	0.06	0.065	111.11	7.27	5.67	0.7				
4/30/2019 4:00	43585.17		2.8	1.3	0.25	0.06	0.04	0.05	111.11	7.27	5.67	0.74				
4/30/2019 5:00	43585.21		2.8	1.48	0.38	0.08	0.11	0.095	111.11	7.27	5.67	0.74				
4/30/2019 6:00	43585.25		2.8	2.42	0.29	0.05	0.05	0.05	111.11	7.27	5.67	0.81				
4/30/2019 7:00	43585.29	Leonel Herrera	2.8	1.31	0.28	0.06	0.23	0.145	111.11	7.27	5.67	0.81				
4/30/2019 8:00	43585.33		2.8	1.7	0.24	0.14	0.15	0.145	111.11	7.27	5.67	0.81				
4/30/2019 9:00	43585.38		2.8	1.51	0.27	0.1	0.46	0.28	111.11	7.27	5.67	0.81				
4/30/2019 10:00	43585.42		2.8	1.48	0.37	0.18	0.07	0.125	111.11	7.27	5.67	0.74				
4/30/2019 11:00	43585.46		2.8	1.31	0.22	0.18	0.07	0.125	111.11	7.27	5.67	0.81				
4/30/2019 12:00	43585.50		2.8	1.38	0.58	0.1	0.24	0.17	111.11	7.27	5.67	0.81				
4/30/2019 13:00	43585.54		2.8	1.33	0.4	0.08	0.12	0.1	111.11	7.27	5.67	0.81				
4/30/2019 14:00	43585.58		2.8	1.19	0.32	0.12	0.08	0.1	111.11	7.27	5.67	0.74				
4/30/2019 15:00	43585.63		2.8	1.47	0.38	0.07	0.09	0.08	111.11	7.27	5.67	0.74				
4/30/2019 16:00	43585.67		2.8	1.42	0.37	0.06	0.06	0.06	111.11	7.27	5.67	0.87				
4/30/2019 17:00	43585.71		2.8	1.15	0.52	0.05	0.09	0.07	111.11	7.27	5.67	0.87				
4/30/2019 18:00	43585.75		2.8	1.55	0.26	0.1	0.07	0.085	111.11	7.27	5.67	0.81				
4/30/2019 19:00	43585.79		2.8	1.09	0.57	0.05	0.09	0.07	111.11	7.27	5.67	0.74				
4/30/2019 20:00	43585.83		2.8	1.29	0.33	0.11	0.11	0.11	111.11	7.27	5.67	0.74				
4/30/2019 21:00	43585.88		2.8	1.32	0.24	0.06	0.13	0.095	111.11	7.27	5.67	0.74				
4/30/2019 22:00	43585.92		2.8	1.3	0.43	0.11	0.09	0.1	111.11	7.27	5.67	0.74				
4/30/2019 23:00	43585.96		2.8	1.35	0.34	0.08	0.07	0.075	111.11	7.27	5.67	0.74				
4/30/2019 1:00	43585.04		2.8	1.64	0.25	0.08	0.07	0.075	111.11	7.27	5.67	0.74				
4/30/2019 2:00	43585.08		2.8	3.27	0.4	0.05	0.08	0.065	111.11	7.27	5.67	0.74				
4/30/2019 3:00	43585.13		2.8	2.2	0.61	0.08	0.18	0.13	111.11	7.27	5.67	0.74				
4/30/2019 4:00	43585.17		2.8	3.78	0.54	0.07	0.07	0.07	111.11	7.27	5.67	0.74				
4/30/2019 5:00	43585.21		2.8	1.87	0.72	0.1	0.07	0.085	111.11	7.27	5.67	0.74				
4/30/2019 6:00	43585.25		2.8	1.97	0.49	0.13	0.1	0.115	111.11	7.27	5.67	0.74				
4/30/2019 7:00	43585.29	Sergio Torez	2.8	1.41	0.29	0.09	0.08	0.085	111.11	7.27	5.67	0.81	Retrolavado			
4/30/2019 8:00	43585.33		2.8	1.39	0.3	0.08	0.07	0.075	111.11	7.27	5.67	0.67				
4/30/2019 9:00	43585.38		2.8	1.62	0.29	0.08	0.07	0.075	111.11	7.27	5.67	0.67				
4/30/2019 10:00	43585.42		2.8	1.63	0.26	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
4/30/2019 11:00	43585.46		2.8	1.21	0.24	0.07	0.08	0.075	111.11	7.27	5.67	0.67				
4/30/2019 12:00	43585.50	Sergio Torez	2.8	1.71	0.28	0.07	0.08	0.075	111.11	7.27	5.67	0.67				
4/30/2019 13:00	43585.54		2.8	1.07	0.34	0.08	0.07	0.075	111.11	7.27	5.67	0.67				
4/30/2019 14:00	43585.58		2.8	1.45	0.32	0.08	0.08	0.08	111.11	7.27	5.67	0.67				
4/30/2019 15:00	43585.63		2.8	1.28	0.29	0.08	0.09	0.085	111.11	7.27	5.67	0.67				
4/30/2019 16:00	43585.67		2.8	1.3	0.26	0.07	0.07	0.07	111.11	7.27	5.67	0.77				
4/30/2019 17:00	43585.71		2.8	1.2	0.23	0.07	0.08	0.075	111.11	7.27	5.67	0.77				
4/30/2019 18:00	43585.75		2.8	1.03	0.34	0.07	0.07	0.07	111.11	7.27	5.67	0.77				
4/30/2019 19:00	43585.79		2.8	1.28	0.27	0.07	0.09	0.08	111.11	7.27	5.67	0.77				
4/30/2019 20:00	43585.83		2.8	1.21	0.22	0.08	0.08	0.08	111.11	7.27	5.67	0.77				
4/30/2019 21:00	43585.88		2.8	1.46	0.33	0.08	0.06	0.07	111.11	7.27	5.67	0.77				
4/30/2019 22:00	43585.92		2.8	1.93	0.27	0.07	0.08	0.075	111.11	7.27	5.67	0.77				
4/30/2019 23:00	43585.96		2.8	1.72	0.26	0.09	0.08	0.085	111.11	7.27	5.67	0.77				
5/2/2019 1:00	43587.04		2.8	2.02	0.28	0.11	0.1	0.105	111.11	7.27	5.67	0.77				
5/2/2019 2:00	43587.08		2.8	1.34	0.25	0.07	0.08	0.075	111.11	7.27	5.67	0.77				
5/2/2019 3:00	43587.13		2.8	1.57	0.27	0.09	0.07	0.08	111.11	7.27	5.67	0.77				
5/2/2019 4:00	43587.17		2.8	2.02	0.29	0.08	0.07	0.075	111.11	7.93	5.67	0.77		Retrolavado		
5/2/2019 5:00	43587.21		2.8	1.51	0.32	0.07	0.08	0.075	111.11	7.27	5.67	0.77				
5/2/2019 6:00	43587.25		2.8	1.25	0.24	0.08	0.08	0.08	111.11	7.27	5.67	0.77				
5/2/2019 7:00	43587.29	Giovani	2.8	1.99	0.25	0.09	0.06	0.075	111.11	7.93	5.67	0.77				
5/2/2019 8:00	43587.33		2.8	1.44	0.27	0.04	0.07	0.055	111.11	7.27	5.67	0.77				
5/2/2019 9:00	43587.38		2.8	1.68	0.21	0.06	0.05	0.055	111.11	7.27	5.67	0.77				
5/2/2019 10:00	43587.42		2.8	1.71	0.28	0.06	0.06	0.06	111.11	7.27	5.67	0.81				
5/2/2019 11:00	43587.46		2.8	1.79	0.2	0.04	0.06	0.05	111.11	7.27	5.67	0.81				
5/2/2019 12:00	43587.50		2.8	2.55	0.3	0.05	0.06	0.055	111.11	7.27	5.67	0.77				
5/2/2019 13:00	43587.54		2.8	8.62	0.82	0.05	0.06	0.055	111.11	7.27	5.67	0.81				
5/2/2019 14:00	43587.58		2.8	6.11	0.98	0.04	0.05	0.045	111.11	7.27	5.67	0.81				
5/2/2019 15:00	43587.63		2.8	2.58	0.74	0.07	0.05	0.06	111.11	7.27	5.67	0.81				
5/2/2019 16:00	43587.67		2.8	2.36	0.6	0.06	0.04	0.05	111.11	7.27	5.67	0.81				
5/2/2019 17:00	43587.71	Giovani	2.8	1.26	0.38	0.05	0.05	0.05	111.11	7.27	5.67	0.81				
5/2/2019 18:00	43587.75		2.8	1.55	0.31	0.06	0.05	0.055	111.11	7.27	5.67	0.81				
5/2/2019 19:00	43587.79		2.8	1.59	0.25	0.05	0.05	0.05	111.11	7.27	5.67	0.81				
5/2/2019 20:00	43587.83		2.8	1.56	0.25	0.06	0.04	0.05	111.11	7.27	5.67	0.81				
5/2/2019 21:00	43587.88		2.8	1.5	0.27	0.07	0.08	0.075	111.11	7.27	5.67	0.81				
5/2/2019 22:00	43587.92		2.8	1.43	0.25	0.06	0.05	0.055	111.11	7.27	5.67	0.81				
5/2/2019 23:00	43587.96		2.8	1.4	0.23	0.06	0.07	0.065	111.11	7.27	5.67	0.81				
4/4/2019 0:00	43559.00		2.8	1.57	0.3	0.05	0.04	0.045	111.11	7.27	5.67	0.67				
4/4/2019 1:00	43559.04		2.8	1.86	0.24	0.06	0.06	0.06	111.11	7.27	5.67	0.67				
4/4/2019 2:00	43559.08		2.8	1.47	0.25	0.07	0.05	0.06	111.11	7.27	5.67	0.67				
4/4/2019 3:00	43559.13		2.8	1.49	0.24	0.05	0.05	0.05	111.11	7.27	5.67	0.67				
4/4/2019 4:00	43559.17		2.8	1.68	0.43	0.05	0.05	0.05	111.11	7.27	5.67	0.67				
4/4/2019 5:00	43559.21		2.8	1.41	1.36	0.05	0.05	0.05	111.11	7.27	5.67	0.67				
4/4/2019 6:00	43559.25		2.8	2.41	0.31	0.08	0.06	0.07	111.11	7.27	5.67	0.74				
4/4/2019 7:00	43559.29	Leonel Herrera	2.8	1.14	0.61	0.14	0.22	0.18	111.11	6.61	5.67	0.74				
4/4/2019 8:00	43559.33		2.8	1.4	0.32	0.08	0.16	0.12	111.11	7.27	5.67	0.74				
4/4/2019 9:00	43559.38		2.8	1.57	0.27	0.06	0.1	0.08	111.11	7.27	5.67	0.74				
4/4/2019 10:00	43559.42		2.8	1.66	0.21	0.07	0.13	0.1	111.11	7.27	5.67	0.81				
4/4/2019 11:00	43559.46		2.8	3.03	0.23	0.09	0.07	0.08	111.11	7.27	5.67	0.81				
4/4/2019 12:00	43559.50		2.8	1.22	0.22	0.26	0.22	0.24	111.11	7.27	5.67	0.74				
4/4/2019 13:00	43559.54		2.8	1.38	0.45	0.08	0.11	0.095	111.11	7.27	5.67	0.74				
4/4/2019 14:00	43559.58		2.8	1.38	0.55	0.2	0.08	0.14	111.11	7.27	5.67	0.67				
4/4/2019 15:00	43559.63		2.8	1.37	0.41	0.09	0.12	0.105	111.11	7.27	5.67	0.67				
4/4/2019 16:00	43559.67		2.8	1.89	0.34	0.06	0.05	0.055	111.11	7.27	5.67	0.67				
4/4/2019 17:00	43559.71		2.8	2.45	0.45	0.1	0.05	0.075	111.11	7.27	5.67	0.74				
4/4/2019 18:00	43559.75		2.8	1.46	0.23	0.1	0.08	0.09	111.11	7.27	5.67	0.67				
4/4/2019 19:00	43559.79		2.8	2.27	0.37	0.07	0.11	0.09	111.11	7.27	5.67	0.67				
4/4/2019 20:00	43559.83		2.8	1.45	0.36	0.05	0.16	0.105	111.11	7.27	5.67	0.67				
4/4/2019 21:00	43559.88	Leonel Herrera	2.8	1.55	0.39	0.06	0.18	0.12	111.11	7.27	5.67	0.67				
4/4/2019 22:00	43559.92		2.8	1.87	0.23	0.08	0.07	0.075	111.11	7.27	5.67	0.67				
4/4/2019 23:00	43559.96		2.8	1.21	0.22	0.08	0.06	0.07	111.11	7.27	5.67	0.67				
5/3/2019 1:00	43588.04		2.8	1.18	0.34	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
5/3/2019 2:00	43588.08		2.8	2.02	0.23	0.07	0.08	0.075	111.11	7.27	5.67	0.67				
5/3/2019 3:00	43588.13		2.8	1.61	0.23	0.07	0.11	0.09	111.11	7.27	5.67	0.67				
5/3/2019 4:00	43588.17		2.8	0.99	0.27	0.09	0.07	0.08	111.11	7.27	5.67	0.67				
5/3/2019 5:00	43588.21		2.8	1.57	0.25	0.1	0.11	0.105	111.11	7.27	5.67	0.67	Retrolavado			
5/3/2019 6:00	43588.25		2.8	1.19	0.5	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
5/3/2019 7:00	43588.29	Sergio Torez	2.8	1.47	0.24	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
5/3/2019 8:00	43588.33		2.8	1.31	0.21	0.08	0.08	0.08	111.11	7.27	5.67	0.67				
5/3/2019 9:00	43588.38		2.8	1.42	0.19	0.09	0.08	0.085	111.11	7.27	5.67	0.67				
5/3/2019 10:00	43588.42		2.8	2.46	0.28	0.09	0.09	0.09	111.11	7.27	5.67	0.67				
5/3/2019 11:00	43588.46		2.8	1.11	0.23	0.07	0.08	0.075	111.11	7.27	5.67	0.67				
5/3/2019 12:00	43588.50		2.8	1.17	0.22	0.08	0.08	0.08	111.11	7.27	5.67	0.67				
5/3/2019 13:00	43588.54		2.8	1.42	0.27	0.09	0.07	0.08	111.11	7.27	5.67	0.67				
5/3/2019 14:00	43588.58		2.8	1.77	0.24	0.09	0.09	0.09	111.11	7.27	5.67	0.74				
5/3/2019 15:00	43588.63		2.8	1.26	0.25	0.08	0.08	0.08	111.11	7.27	5.67	0.74				
5/3/2019 16:00	43588.67		2.8	1.12	0.29	0.09	0.07	0.08	111.11	7.27	5.67	0.74				
5/3/2019 17:00	43588.71		2.8	1.12	0.27	0.08	0.07	0.075	111.11	7.27	5.67	0.74				
5/3/2019 18:00	43588.75		2.8	1.09	0.21	0.08	0.06	0.07	111.11	7.27	5.67	0.74				
5/3/2019 19:00	43588.79		2.8	1.58	0.21	0.08	0.06	0.07	111.11	7.27	5.67	0.74				
5/3/2019 20:00	43588.83		2.8	1.07	0.27	0.07	0.06	0.065	111.11	7.27	5.67	0.74				
5/3/2019 21:00	43588.88		2.8	1.58	0.23	0.08	0.07	0.075	111.11	7.27	5.67	0.74				
5/3/2019 22:00	43588.92		2.8	1.08	0.23	0.08	0.07	0.075	111.11	7.27	5.67	0.74		Retrolavado		
5/3/2019 23:00	43588.96		2.8	1.14	0.21	0.07	0.08	0.075	111.11	7.93	5.67	0.74				
5/4/2019 1:00	43589.04		2.8	1.32	0.21	0.08	0.09	0.085	111.11	7.93	5.67	0.67				
5/4/2019 2:00	43589.08		2.8	1.41	0.23	0.08	0.08	0.08	111.11	7.27	5.67	0.67				
5/4/2019 3:00	43589.13	Sergio Torez	2.8	1.47	0.25	0.08	0.06	0.07	111.11	7.27	5.67	0.67				
5/4/2019 4:00	43589.17		2.8	1.86	0.25	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
5/4/2019 5:00	43589.21		2.8	1.03	0.24	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
5/4/2019 6:00	43589.25		2.8	1.71	0.25	0.08	0.07	0.075	111.11	7.27	5.67	0.7				
5/4/2019 7:00	43589.29	Giovani	2.8	2.15	0.28	0.09	0.07	0.08	111.11	7.93	5.67	0.7				
5/4/2019 8:00	43589.33		2.8	1.38	0.35	0.07	0.06	0.065	111.11	7.27	5.67	0.7				
5/4/2019 9:00	43589.38		2.8	1.82	0.24	0.08	0.04	0.06	111.11	7.27	5.67	0.7				
5/4/2019 10:00	43589.42		2.8	1.89	0.32	0.06	0.05	0.055	111.11	7.27	5.67	0.77				
5/4/2019 11:00	43589.46		2.8	2.38	0.56	0.07	0.06	0.065	111.11	7.27	5.67	0.77				
5/4/2019 12:00	43589.50		2.8	2.38	0.35	0.07	0.05	0.06	111.11	7.27	5.67	0.77				
5/4/2019 13:00	43589.54		2.8	2.13	0.42	0.05	0.06	0.055	111.11	7.27	5.67	0.77				
5/4/2019 14:00	43589.58		2.8	1.45	0.31	0.05	0.05	0.05	111.11	7.27	5.67	0.77				
5/4/2019 15:00	43589.63		2.8	1	0.58	0.06	0.06	0.06	111.11	7.27	5.67	0.77				
5/4/2019 16:00	43589.67		2.8	2.1	0.42	0.05	0.04	0.045	111.11	7.27	5.67	0.77				
5/4/2019 17:00	43589.71		2.8	1.89	0.35	0.06	0.04	0.05	111.11	7.27	5.67	0.77				
5/4/2019 18:00	43589.75		2.8	1.72	0.4	0.07	0.05	0.06	111.11	7.27	5.67	0.77				
5/4/2019 19:00	43589.79		2.8	1.69	0.32	0.08	0.06	0.07	111.11	7.27	5.67	0.77				
5/4/2019 20:00	43589.83		2.8	1.37	0.29	0.06	0.05	0.055	111.11	7.27	5.67	0.77	Retrolavado			
5/4/2019 21:00	43589.88		2.8	1.22	0.19	0.06	0.05	0.055	111.11	7.27	5.67	0.77				
5/4/2019 22:00	43589.92		2.8	1.34	0.22	0.06	0.04	0.05	111.11	7.27	5.67	0.67				
5/4/2019 23:00	43589.96		2.8	1.99	0.32	0.05	0.05	0.05	111.11	7.27	5.67	0.7				
5/6/2019 0:00	43591.00		2.8	1.5	0.21	0.06	0.08	0.07	111.11	7.27	5.67	0.7				
5/6/2019 1:00	43591.04		2.8	1.64	0.26	0.08	0.06	0.07	111.11	7.27	5.67	0.7				
5/6/2019 2:00	43591.08		2.8	1.53	0.19	0.05	0.06	0.055	111.11	7.27	5.67	0.7				
5/6/2019 3:00	43591.13		2.8	1.43	0.4	0.07	0.06	0.065	111.11	7.27	5.67	0.7				
5/6/2019 4:00	43591.17		2.8	1.38	0.17	0.08	0.05	0.065	111.11	7.27	5.67	0.7				
5/6/2019 5:00	43591.21		2.8	1.43	0.86	0.06	0.07	0.065	111.11	7.27	5.67	0.81				
5/6/2019 6:00	43591.25		2.8	1.46	0.45	0.09	0.08	0.085	111.11	7.27	5.67	0.81				
5/6/2019 7:00	43591.29	Leonel Herrera	2.8	1.27	0.42	0.1	0.08	0.09	111.11	7.27	5.67	0.81				
5/6/2019 8:00	43591.33		2.8	1.35	0.3	0.07	0.17	0.12	111.11	7.27	5.67	0.74				
5/6/2019 9:00	43591.38		2.8	1.63	0.4	0.14	0.12	0.13	111.11	7.27	5.67	0.74				
5/6/2019 10:00	43591.42		2.8	1.64	0.41	0.06	0.15	0.105	111.11	7.27	5.67	0.67				
5/6/2019 11:00	43591.46		2.8	1.39	0.42	0.06	0.06	0.06	111.11	7.27	5.67	0.74				
5/6/2019 12:00	43591.50		2.8	1.4	0.32	0.1	0.12	0.11	111.11	7.27	5.67	0.81				
5/6/2019 13:00	43591.54		2.8	1.47	0.34	0.08	0.09	0.085	111.11	7.27	5.67	0.81				
5/6/2019 14:00	43591.58		2.8	1.75	0.29	0.05	0.05	0.05	111.11	7.27	5.67	0.74				
5/6/2019 15:00	43591.63		2.8	1.54	0.34	0.06	0.06	0.06	111.11	7.27	5.67	0.74				
5/6/2019 16:00	43591.67		2.8	1.3	0.48	0.1	0.09	0.095	111.11	7.27	5.67	0.67				
5/6/2019 17:00	43591.71		2.8	1.51	0.42	0.09	0.05	0.07	111.11	7.27	5.67	0.67				
5/6/2019 18:00	43591.75		2.8	3.84	0.32	0.07	0.13	0.1	111.11	7.27	5.67	0.67				
5/6/2019 19:00	43591.79		2.8	1.58	0.42	0.08	0.07	0.075	111.11	7.27	5.67	0.67				
5/6/2019 20:00	43591.83		2.8	1.01	0.4	0.09	0.08	0.085	111.11	7.27	5.67	0.67				
5/6/2019 21:00	43591.88		2.8	1.61	0.21	0.09	0.09	0.09	111.11	7.27	5.67	0.67				
5/6/2019 22:00	43591.92		2.8	1.42	0.35	0.09	0.08	0.085	111.11	7.27	5.67	0.67				
5/6/2019 23:00	43591.96		2.8	1.37	0.18	0.08	0.09	0.085	111.11	7.27	5.67	0.67				
5/6/2019 1:00	43591.04		2.8	3.38	0.28	0.17	0.04	0.105	111.11	7.27	5.67	0.67				
5/6/2019 2:00	43591.08		2.8	1.38	0.19	0.11	0.06	0.085	111.11	7.27	5.67	0.67				
5/6/2019 3:00	43591.13		2.8	1.47	0.41	0.12	0.08	0.1	111.11	7.27	5.67	0.67				
5/6/2019 4:00	43591.17		2.8	1.09	0.42	0.1	0.09	0.095	111.11	7.27	5.67	0.67				
5/6/2019 5:00	43591.21		2.8	1.67	0.21	0.13	0.06	0.095	111.11	7.27	5.67	0.67				
5/6/2019 6:00	43591.25		2.8	1.16	0.23	0.06	0.05	0.055	111.11	7.27	5.67	0.67		Retrolavado		
5/6/2019 7:00	43591.29	Sergio Torez	2.8	1.17	0.2	0.06	0.08	0.07	111.11	7.27	5.67	0.67				
5/6/2019 8:00	43591.33		2.8	1.38	0.21	0.06	0.08	0.07	111.11	7.27	5.67	0.67				
5/6/2019 9:00	43591.38		2.8	1.3	0.26	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
5/6/2019 10:00	43591.42		2.8	1.11	0.2	0.07	0.08	0.075	111.11	7.27	5.67	0.67				
5/6/2019 11:00	43591.46		2.8	1.36	0.22	0.07	0.08	0.075	111.11	7.27	5.67	0.67				
5/6/2019 12:00	43591.50	Sergio Torez	2.8	1.22	0.21	0.1	0.08	0.09	111.11	7.27	5.67	0.67				
5/6/2019 13:00	43591.54		2.8	1.06	0.22	0.09	0.09	0.09	111.11	7.27	5.67	0.67				
5/6/2019 14:00	43591.58		2.8	1.09	0.14	0.11	0.09	0.1	111.11	7.27	5.67	0.67				
5/6/2019 15:00	43591.63		2.8	1.44	0.28	0.08	0.09	0.085	111.11	7.27	5.67	0.67				
5/6/2019 16:00	43591.67		2.8	1.18	0.29	0.09	0.09	0.09	111.11	7.27	5.67	0.67				
5/6/2019 17:00	43591.71		2.8	1.01	0.23	0.09	0.08	0.085	111.11	7.27	5.67	0.67				
5/6/2019 18:00	43591.75		2.8	0.88	0.22	0.08	0.07	0.075	111.11	7.27	5.67	0.67				
5/6/2019 19:00	43591.79		2.8	3.34	0.29	0.07	0.09	0.08	111.11	7.27	5.67	0.67				
5/6/2019 20:00	43591.83		2.8	1.66	0.23	0.08	0.08	0.08	111.11	7.27	5.67	0.67				
5/6/2019 21:00	43591.88		2.8	1.84	0.21	0.06	0.07	0.065	111.11	7.27	5.67	0.67				
5/6/2019 22:00	43591.92		2.8	1.15	0.34	0.08	0.06	0.07	111.11	7.27	5.67	0.67				
5/6/2019 23:00	43591.96		2.8	1.6	0.22	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
5/7/2019 1:00	43592.04		2.8	0.98	0.19	0.09	0.09	0.09	111.11	7.27	5.67	0.7				
5/7/2019 2:00	43592.08		2.8	1.01	0.21	0.07	0.06	0.065	111.11	7.27	5.67	0.67				
5/7/2019 3:00	43592.13		2.8	1.22	0.23	0.08	0.07	0.075	111.11	7.27	5.67	0.67				
5/7/2019 4:00	43592.17		2.8	1.06	0.22	0.08	0.08	0.08	111.11	7.27	5.67	0.67				
5/7/2019 5:00	43592.21		2.8	1	0.26	0.08	0.08	0.08	111.11	7.93	5.67	0.67				
5/7/2019 6:00	43592.25		2.8	1.22	0.24	0.08	0.06	0.07	111.11	7.27	5.67	0.67				
5/7/2019 7:00	43592.29	Giovani	2.8	1.79	0.39	0.08	0.06	0.07	111.11	7.93	5.67	0.67				
5/7/2019 8:00	43592.33		2.8	1.07	0.27	0.07	0.08	0.075	111.11	7.27	5.67	0.67				
5/7/2019 9:00	43592.38		2.8	1.12	0.28	0.08	0.06	0.07	111.11	7.27	5.67	0.7	Retrolavado			
5/7/2019 10:00	43592.42		2.8	1.84	0.27	0.1	0.05	0.075	111.11	7.27	5.67	0.7				
5/7/2019 11:00	43592.46		2.8	1.43	0.24	0.05	0.06	0.055	111.11	7.27	5.67	0.7				
5/7/2019 12:00	43592.50		2.8	1.55	0.34	0.09	0.07	0.08	111.11	7.27	5.67	0.7				
5/7/2019 13:00	43592.54		2.8	1.52	0.34	0.05	0.05	0.05	111.11	7.27	5.67	0.7				
