time old	time	flow (L/s) 	raw (NTU)	sed (NTU)	filter (NTU)	1 - Purga	backwash	coag (mg/L)	Cl (mg/L)
12/29/2018 10:00	43463.42	4.8	1.62	0.01	0.01			6.11	1.59
12/29/2018 11:00	43463.46	4.9	1.61	0.01	0.01			5.98	1.56
12/29/2018 12:00	43463.50	4.9	3.37	0.01	0.01	12:00 PM		5.98	1.56
12/29/2018 13:40	43463.57	4.9	1.81	0.01	0.01			5.98	1.56
12/29/2018 14:00	43463.58	4.9	2.23	0.01	0.01			5.98	1.56
12/29/2018 16:00	43463.67	4.9	1.73	0.18	0.01	4:00 PM		5.98	1.56
12/29/2018 17:00	43463.71	4.9	1.92	0.01	0.01			5.98	1.56
12/29/2018 18:00	43463.75	4.9	2.29	0.01	0.01			5.98	1.56
12/29/2018 20:00	43463.83	4.9	1.75	0.02	0.01	8:00 PM		5.98	1.56
12/29/2018 21:00	43463.88	3	1.84	0.01	0.01			6.11	1.54
12/30/2018 1:00	43464.04	3	2.71	0.01	0.01	1:00 AM		6.11	1.54
12/30/2018 4:00	43464.17	3	2.36	0.01	0.01			6.11	1.54
12/30/2018 6:00	43464.25	3	1.64	0.01	0.01			6.11	1.54
12/30/2018 7:00	43464.29	4.9	2.31	0.01	0.01	7:00 AM		6.11	1.54
12/30/2018 8:00	43464.33	4.9	1.68	0.01	0.01	8:00 AM		5.98	1.56
12/30/2018 10:00	43464.42	4.8	2	0.01	0.01			5.98	1.56
12/30/2018 11:00	43464.46	4.8	1.95	0.01	0.01			6.11	1.59
12/30/2018 12:00	43464.50	4.9	2.03	0.01	0.01	12:00 PM		6.11	1.59
12/30/2018 14:00	43464.58	4.9	1.91	0.01	0.01			5.98	1.56
12/30/2018 16:00	43464.67	4.9	1.46	0.01	0.01			5.98	1.56
12/30/2018 17:00	43464.71	4.9	2.38	0.01	0.01	5:00 PM		5.98	1.56
12/30/2018 19:00	43464.79	4.9	1.93	0.01	0.01			5.98	1.56
12/30/2018 20:00	43464.83	3	1.42	0.01	0.01			6.11	1.54
12/30/2018 21:00	43464.88	3	2.16	0.01	0.01	9:00 PM		6.11	1.54
12/31/2018 0:00	43465.00	3	2.12	0.01	0.01			6.11	1.54
12/31/2018 3:00	43465.13	3	2.54	0.01	0.01	3:00 AM		6.11	1.54
12/31/2018 6:00	43465.25	3	1.85	0.01	0.01	6:00 AM		6.11	1.54
12/31/2018 7:00	43465.29	3	1.93	0.01	0.01			6.11	1.54
12/31/2018 8:00	43465.33	3	1.86	0.01	0.01			6.11	1.54
12/31/2018 10:00	43465.42	4.8	4.07	0.01	0.01	10:00 AM		6.11	1.59
12/31/2018 11:00	43465.46	4.8	1.88	0.01	0.01		10:07 AM	6.11	1.59
12/31/2018 12:00	43465.50	4.8	3.06	0.04	0.01			6.11	1.59
12/31/2018 14:00	43465.58	4.8	2.66	0.03	0.01	2:00 PM		6.11	1.59
12/31/2018 16:00	43465.67	4.8	1.7	0.01	0.01			6.11	1.59
12/31/2018 17:00	43465.71	4.8	1.79	0.05	0.01			6.11	1.59
12/31/2018 19:00	43465.79	4.8	2.27	0.06	0.01	7:00 PM		6.11	1.59
12/31/2018 20:00	43465.83	4.8	2.35	0.01	0.01			6.11	1.59
12/31/2018 21:00	43465.88	4.8	2.44	0.01	0.01			6.11	1.59
1/1/2019 0:00	43466.00	3	1.84	0.16	0.01	12:00 AM		6.11	1.54
1/1/2019 4:00	43466.17	3	2.13	0.01	0.01			6.11	1.54
1/1/2019 6:00	43466.25	3	2.14	0.1	0.01	6:00 AM		6.11	1.54
1/1/2019 7:00	43466.29	4.8	1.74	0.2	0.01			6.11	1.59
1/1/2019 8:00	43466.33	4.8	1.72	0.01	0.01			6.11	1.59
1/1/2019 9:00	43466.38	4.8	1.51	0.01	0.01			6.11	1.59
1/1/2019 10:00	43466.42	4.9	1.57	0.01	0.01	10:00 AM		5.98	1.59
1/1/2019 12:00	43466.50	4.9	1.59	0.01	0.01			5.98	1.56
1/1/2019 14:00	43466.58	4.9	2.04	0.01	0.01	2:00 PM		5.98	1.56
1/1/2019 15:00	43466.63	4.9	2.49	0.08	0.01			5.98	1.56
1/1/2019 17:00	43466.71	4.9	2.06	0.01	0.01	5:00 PM		5.98	1.56
1/1/2019 18:00	43466.75	4.9	1.87	0.01	0.01			5.98	1.56
1/1/2019 19:30	43466.81	4.9	1.58	0.26	0.01			5.98	1.56
1/1/2019 20:00	43466.83	4.9	1.75	0.48	0.01	8:00 PM		5.98	1.56
1/1/2019 21:00	43466.88	3	1.68	0.26	0.01			6.11	1.54
1/2/2019 0:00	43467.00	3	1.79	0.32	0.01	12:00 AM		6.11	1.54
1/2/2019 4:00	43467.17	3	2.62	0.03	0.01	4:00 AM		6.11	1.54
1/2/2019 6:00	43467.25	3	2.56	0.39	0.01			6.11	1.54
1/2/2019 7:00	43467.29	3	1.99	0.24	0.01	7:00 AM		6.11	1.54
1/2/2019 8:00	43467.33	3	2.38	0.01	0.01			5.98	1.52
1/2/2019 10:00	43467.42	4.9	2.72	0.01	0.01			5.98	1.52
1/2/2019 11:00	43467.46	4.9	2.41	0.01	0.01			5.98	1.52
1/2/2019 12:00	43467.50	4.9	2.75	0.01	0.01	12:00 PM		5.98	1.52
1/2/2019 14:00	43467.58	4.9	1.68	0.01	0.01		2:02 PM	5.98	1.52
1/2/2019 16:00	43467.67	4.9	2.17	0.01	0.01			5.98	1.52
1/2/2019 17:00	43467.71	4.9	2.19	0.01	0.01	5:00 PM		5.98	1.52
1/2/2019 19:00	43467.79	4.9	2.47	0.02	0.01			5.98	1.52
1/2/2019 20:00	43467.83	4.9	2.85	0.06	0.01			5.98	1.52
1/2/2019 21:00	43467.88	4.9	2.2	0.01	0.01	9:00 PM		5.98	1.52
1/3/2019 0:00	43468.00	3	2.15	0.01	0.01			6.11	1.54
1/3/2019 3:00	43468.13	3	3.8	0.01	0.01	3:00 AM		6.11	1.54
1/3/2019 6:00	43468.25	3	2.72	0.01	0.01			6.11	1.54
1/3/2019 7:00	43468.29	3	2.05	0.01	0.01	7:00 AM		6.11	1.54
1/3/2019 8:00	43468.33	3	2.17	0.01	0.01			6.11	1.54
1/3/2019 10:00	43468.42	3	2.4	0.01	0.01	10:00 AM		6.11	1.54
1/3/2019 11:00	43468.46	4.9	3.35	0.02	0.01			5.98	1.56
1/3/2019 12:00	43468.50	4.8	2.22	0.01	0.01			6.11	1.56
1/3/2019 14:00	43468.58	4.8	2.19	0.01	0.01	2:00 PM		6.11	1.56
1/3/2019 16:00	43468.67	4.9	2.64	0.01	0.01			5.98	1.56
1/3/2019 17:00	43468.71	4.9	6.14	0.01	0.01			5.98	1.56
1/3/2019 19:00	43468.79	4.9	3.25	0.01	0.01	7:00 PM		5.98	1.56
1/3/2019 20:00	43468.83	4.9	2.12	0.01	0.01			5.98	1.56
1/3/2019 21:00	43468.88	3	2.47	0.01	0.01			6.11	1.54
1/4/2019 0:00	43469.00	3	2.11	0.01	0.01	12:00 AM		6.11	1.54
1/4/2019 3:00	43469.13	3	2.75	0.32	0.01			6.11	1.54
1/4/2019 6:00	43469.25	3	1.93	0.01	0.01	6:00 AM		6.11	1.54
1/4/2019 7:00	43469.29	3	1.99	0.01	0.01			6.11	1.54
1/4/2019 8:00	43469.33	4.9	1.84	0.2	0.01			5.98	1.56
1/4/2019 9:00	43469.38	4.9	1.7	0.46	0.01	9:00 AM		5.98	1.56
1/4/2019 11:00	43469.46	4.9	1.46	0.01	0.01			5.98	1.56
1/4/2019 12:00	43469.50	4.9	1.61	0.01	0.01	12:00 PM		5.98	1.56
1/4/2019 13:40	43469.57	4.9	1.78	0.09	0.01			5.98	1.56
1/4/2019 14:00	43469.58	4.9	1.63	0.01	0.01			5.98	1.56
1/4/2019 16:00	43469.67	4.9	1.41	0.01	0.01	4:00 PM		5.98	1.56
1/4/2019 17:00	43469.71	4.9	1.54	0.01	0.01			5.98	1.56
1/4/2019 18:00	43469.75	4.9	1.72	0.01	0.01	6:00 PM		5.98	1.56
1/4/2019 19:40	43469.82	4.9	1.82	0.01	0.01			5.98	1.56
1/4/2019 20:00	43469.83	4.9	2.23	0.01	0.01		8:02 PM	5.98	1.56
1/4/2019 21:00	43469.88	4.9	1.3	0.01	0.01	9:00 PM		5.98	1.56
1/5/2019 0:00	43470.00	4.9	1.84	0.17	0.01			5.98	1.56
1/5/2019 4:00	43470.17	3	2.24	0.01	0.01	4:00 AM		6.11	1.54
1/5/2019 6:00	43470.25	3	1.66	0.01	0.01			6.11	1.54
1/5/2019 7:00	43470.29	4.9	1.82	0.03	0.01	7:00 AM		5.98	1.56
1/5/2019 8:00	43470.33	4.9	1.27	0.11	0.01	8:00 AM		5.23	1.52
1/5/2019 10:00	43470.42	4.9	1.7	0.01	0.01			5.98	1.56
1/5/2019 11:00	43470.46	4.9	2.04	0.01	0.01			5.98	1.56
1/5/2019 12:00	43470.50	4.9	1.99	0.01	0.01	12:00 PM		6.11	1.55
1/5/2019 14:00	43470.58	4.9	2.54	0.01	0.01			5.98	1.52
1/5/2019 16:00	43470.67	4.9	1.93	0.01	0.01			5.98	1.52
1/5/2019 17:00	43470.71	4.8	2.33	0.01	0.01	5:00 PM		6.11	1.55
1/5/2019 19:00	43470.79	4.9	1.63	0.01	0.01			5.98	1.52
1/5/2019 20:00	43470.83	4.9	1.89	0.01	0.01			5.98	1.52
1/5/2019 21:00	43470.88	4.9	2.87	0.01	0.01	9:00 PM		5.98	1.52
1/6/2019 0:00	43471.00	3	1.65	0.02	0.01			6.11	1.5
1/6/2019 3:00	43471.13	3	1.78	0.04	0.01	3:00 AM		6.11	1.5
1/6/2019 6:00	43471.25	3	1.83	0.01	0.01			6.11	1.5
1/6/2019 7:00	43471.29	3	1.98	0.01	0.01	7:00 AM		6.11	1.5
1/6/2019 8:00	43471.33	3	1.58	0.01	0.01			6.11	1.54
1/6/2019 10:00	43471.42	3	1.82	0.01	0.01	10:00 AM		6.11	1.54
1/6/2019 11:00	43471.46	4.8	2.11	0.6	0.01			6.11	1.54
1/6/2019 12:00	43471.50	4.7	2.02	0.08	0.01			5.98	1.56
1/6/2019 14:00	43471.58	4.8	1.84	0.01	0.01	2:00 PM		5.86	1.53
1/6/2019 16:00	43471.67	4.9	1.97	0.01	0.01			5.86	1.53
1/6/2019 17:00	43471.71	5	4.02	0.01	0.01			6.11	1.54
1/6/2019 19:00	43471.79	5	5.32	0.01	0.01	7:00 PM		6.11	1.54
1/6/2019 20:00	43471.83	3	2.63	0.01	0.01			6.11	1.54
1/6/2019 21:00	43471.88	3	2.35	0.01	0.01			6.11	1.54
1/7/2019 0:00	43472.00	3	2.94	0.07	0.01	12:00 AM		6.11	1.54
1/7/2019 4:00	43472.17	3	2.22	0.01	0.01			6.11	1.54
1/7/2019 6:00	43472.25	3	3.45	0.01	0.01	6:00 AM		6.11	1.54
1/7/2019 7:00	43472.29	3	1.58	0.01	0.01			6.11	1.54
1/7/2019 8:00	43472.33	4.9	2.16	0.26	0.01			5.98	1.56
1/7/2019 22:00	43472.92	4.9	2.33	0.21	0.01	10:00 PM		5.98	1.56
1/7/2019 12:00	43472.50	4.9	2.03	0.01	0.01			5.98	1.56
1/7/2019 14:00	43472.58	4.9	1.78	0.1	0.01	2:00 PM	2:15 PM	5.98	1.56
1/7/2019 15:00	43472.63	4.9	1.75	0.29	0.01			5.98	1.56
1/7/2019 16:00	43472.67	4.9	2.04	0.07	0.01			5.98	1.56
1/7/2019 17:00	43472.71	4.9	2.33	0.01	0.01	5:00 PM		5.98	1.56
1/7/2019 18:00	43472.75	4.9	1.6	0.01	0.01			5.98	1.56
1/7/2019 20:00	43472.83	4.9	1.83	0.06	0.01			5.98	1.56
1/7/2019 21:00	43472.88	4.9	1.64	0.01	0.01	9:00 PM		5.98	1.56
1/8/2019 2:00	43473.08	3	1.37	0.01	0.01			6.11	1.54
1/8/2019 6:00	43473.25	3	1.93	0.01	0.01	6:00 AM		6.11	1.54
1/8/2019 7:00	43473.29	4.9	2.24	0.06	0.01			5.98	1.56
1/8/2019 9:00	43473.38	4.9	1.45	0.01	0.01			5.98	1.56
1/8/2019 10:00	43473.42	4.9	1.91	0.01	0.01	10:00 AM		5.98	1.56
1/8/2019 12:00	43473.50	4.9	1.82	0.01	0.01			5.98	1.56
1/8/2019 14:00	43473.58	4.9	1.82	0.11	0.01	2:00 PM		5.98	1.56
1/8/2019 16:00	43473.67	4.9	1.65	0.01	0.01			5.98	1.56
1/8/2019 17:00	43473.71	4.9	1.81	0.01	0.01	5:00 PM		5.98	1.56
1/8/2019 18:00	43473.75	4.9	1.7	0.01	0.01			5.98	1.56
1/8/2019 20:00	43473.83	4.9	1.95	0.01	0.01			5.98	1.56
1/8/2019 21:00	43473.88	4.9	2.06	0.01	0.01	9:00 PM		5.98	1.56
1/9/2019 2:00	43474.08	4.9	1.73	0.01	0.01	2:00 AM		5.98	1.56
1/9/2019 6:00	43474.25	4.9	1.48	0.01	0.01			5.98	1.56
1/9/2019 7:00	43474.29	4.9	1.65	0.01	0.01	7:00 AM		5.98	1.56
1/9/2019 8:00	43474.33	4.9	1.45	0.01	0.01			5.98	1.52
1/9/2019 10:00	43474.42	4.9	1.86	0.01	0.01	9:00 AM		5.98	1.52
1/9/2019 11:00	43474.46	4.9	2.4	0.01	0.01			5.98	1.52
1/9/2019 12:00	43474.50	4.5	1.43	0.01	0.01	12:00 PM		6.51	1.65
1/9/2019 14:00	43474.58	4.9	2.54	0.01	0.01			5.98	1.52
1/9/2019 16:00	43474.67	4.5	1.84	0.01	0.01		4:02 PM	6.51	1.65
1/9/2019 17:00	43474.71	4.3	1.7	0.01	0.01			6.82	1.59
1/9/2019 19:00	43474.79	4.8	1.52	0.01	0.01	7:00 PM		6.11	1.55
1/9/2019 21:00	43474.88	4.8	1.73	0.08	0.01			6.11	1.55
1/10/2019 0:00	43475.00	4.8	1.84	0.01	0.01	12:00 AM		6.11	1.55
1/10/2019 3:00	43475.13	4.5	1.66	0.01	0.01			6.51	1.65
1/10/2019 6:00	43475.25	4.3	2.51	0.01	0.01	6:00 AM		6.82	1.59
1/10/2019 8:00	43475.33	4.9	1.34	0.01	0.01			5.98	1.56
1/10/2019 9:00	43475.38	4.9	2.1	0.1	0.01	9:00 AM		5.98	1.56
1/10/2019 10:00	43475.42	4.9	1.78	0.01	0.01			5.98	1.56
1/10/2019 11:00	43475.46	4.9	1.93	0.01	0.01			5.98	1.56
1/10/2019 12:00	43475.50	4.9	1.97	0.01	0.01	12:00 PM		5.98	1.56
1/10/2019 14:00	43475.58	4.9	1.92	0.01	0.01			5.98	1.56
1/10/2019 15:00	43475.63	4.9	1.65	0.01	0.01			5.98	1.56
1/10/2019 17:00	43475.71	4.9	1.57	0.01	0.01	5:00 PM		5.98	1.56
1/10/2019 18:00	43475.75	4.9	1.45	0.01	0.01			5.98	1.56
1/10/2019 20:00	43475.83	4.9	1.59	0.01	0.01	8:00 PM		5.98	1.56
1/10/2019 21:00	43475.88	4.9	1.46	0.08	0.01			5.98	1.56
1/11/2019 3:00	43476.13	3	1.3	0.01	0.01	3:00 AM		6.11	1.54
1/11/2019 6:00	43476.25	3	1.91	0.01	0.01			6.11	1.54
1/11/2019 7:00	43476.29	3	1.39	0.01	0.01	7:00 AM		6.11	1.54
1/11/2019 9:00	43476.38	4.9	1.66	0.27	0.01	9:00 AM		7.48	1.72
1/11/2019 10:00	43476.42	4.5	1.57	0.06	0.01	10:00 AM		6.51	1.65
1/11/2019 11:00	43476.46	4.5	2.13	0.01	0.01			6.51	1.65
1/11/2019 12:00	43476.50	4.5	1.84	0.01	0.01	12:00 PM		6.51	1.65
1/11/2019 14:00	43476.58	4.8	1.59	0.11	0.01			6.11	1.55
1/11/2019 15:00	43476.63	4.9	2.06	0.2	0.01		4:06 PM	5.98	1.52
1/11/2019 17:00	43476.71	4.9	1.21	0.15	0.01	5:00 PM		5.61	1.5
1/11/2019 20:00	43476.83	4.9	1.74	0.01	0.01			5.61	1.5
1/11/2019 21:00	43476.88	4.9	2.51	0.01	0.01			5.61	1.5
1/12/2019 1:00	43477.04	3	1.56	0.01	0.01	1:00 AM		9.77	1.5
1/12/2019 5:00	43477.21	3	2.1	0.01	0.01			9.16	1.5
1/12/2019 7:00	43477.29	3	1.91	0.01	0.01	7:00 AM		9.16	1.5
1/12/2019 8:00	43477.33	3	1.59	0.01	0.01			6.11	1.54
1/12/2019 9:00	43477.38	4.9	2.53	0.01	0.01	9:00 AM		5.98	1.52
1/12/2019 10:30	43477.44	4.9	1.73	0.01	0.01			5.98	1.52
1/12/2019 11:00	43477.46	4.9	1.75	0.01	0.01			5.98	1.52
1/12/2019 12:00	43477.50	4.9	1.62	0.01	0.01	12:00 PM		5.98	1.52
1/12/2019 14:00	43477.58	4.9	1.64	0.01	0.01			5.98	1.52
1/12/2019 16:00	43477.67	4.9	1.81	0.01	0.01	4:00 PM		5.98	1.52
1/12/2019 17:00	43477.71	4.9	1.48	0.01	0.01			5.98	1.5
1/12/2019 18:00	43477.75	4.9	1.66	0.01	0.01			5.98	1.48
1/12/2019 20:00	43477.83	4.9	1.92	0.01	0.01	8:00 PM		5.98	1.52
1/12/2019 21:00	43477.88	3	2.08	0.01	0.01			6.11	1.54
1/13/2019 2:00	43478.08	3	1.77	0.01	0.01	2:00 AM		6.11	1.54
1/13/2019 6:00	43478.25	3	1.6	0.01	0.01			6.11	1.54
1/13/2019 6:30	43478.27	4.8	1.94	0.01	0.01			6.11	1.54
1/13/2019 7:00	43478.29	4.8	1.72	0.01	0.01	7:00 AM		6.11	1.54
1/13/2019 9:00	43478.38	4.8	1.73	0.13	0.01			6.11	1.55
1/13/2019 11:00	43478.46	4.8	1.59	0.01	0.01	11:00 AM		6.11	1.55
1/13/2019 12:00	43478.50	4.8	1.47	0.01	0.01			6.11	1.55
1/13/2019 14:00	43478.58	4.8	1.54	0.01	0.01			6.11	1.55
1/13/2019 16:00	43478.67	4.9	1.5	0.25	0.01	4:00 PM	4:05 PM	7.48	1.52
1/13/2019 18:00	43478.75	4.9	1.34	0.01	0.01			5.98	1.52
1/13/2019 20:00	43478.83	4.9	1.09	0.92	0.01	8:00 PM		5.98	1.52
1/13/2019 21:00	43478.88	4.9	1.65	0.07	0.01			7.48	1.52
1/14/2019 1:00	43479.04	3	1.42	0.01	0.01	1:00 AM		12.22	1.5
1/14/2019 5:00	43479.21	3	1.52	0.01	0.01			9.77	1.5
1/14/2019 7:00	43479.29	3	1.5	0.22	0.01	7:00 AM		9.77	1.5
1/14/2019 8:00	43479.33	4.8	1.81	0.01	0.01			6.11	1.53
1/14/2019 9:00	43479.38	4.9	1.71	0.01	0.01			5.98	1.5
1/14/2019 10:00	43479.42	4.8	1.35	0.01	0.01	10:00 AM		6.11	1.53
1/14/2019 11:00	43479.46	4.9	1.46	0.01	0.01			5.98	1.52
1/14/2019 12:00	43479.50	4.9	1.39	0.01	0.01	12:00 PM		5.98	1.52
1/14/2019 14:00	43479.58	4.8	1.46	0.04	0.01			6.11	1.55
1/14/2019 15:00	43479.63	4.9	1.64	0.01	0.01			5.98	1.52
1/14/2019 16:00	43479.67	4.9	1.3	0.08	0.01	4:00 PM		5.98	1.52
1/14/2019 17:00	43479.71	4.9	1.61	0.01	0.01			5.98	1.52
1/14/2019 18:00	43479.75	4.9	1.55	0.01	0.01	6:00 PM		5.98	1.52
1/14/2019 20:00	43479.83	4.9	1.55	0.01	0.01			5.98	1.52
1/14/2019 21:00	43479.88	3	2.51	0.01	0.01	9:00 PM		6.11	1.5
1/15/2019 3:00	43480.13	3	1.49	0.01	0.01	3:00 AM		6.11	1.5
1/15/2019 6:00	43480.25	3	1.47	0.01	0.01			6.11	1.5
1/15/2019 7:00	43480.29	3	2.18	0.01	0.01	7:00 AM		6.11	1.5
1/15/2019 8:00	43480.33	3	1.78	0.02	0.01			6.11	1.5
1/15/2019 10:00	43480.42	3	1.99	0.21	0.01	10:00 AM		6.11	1.5
1/15/2019 11:00	43480.46	4.8	1.42	0.01	0.01			6.11	1.22
1/15/2019 12:00	43480.50	4.8	1.68	0.01	0.01	12:00 PM		6.11	1.55
1/15/2019 14:00	43480.58	4.8	1.75	0.01	0.01	2:00 PM		6.11	1.42
1/15/2019 16:00	43480.67	4.8	1.65	0.35	0.01	4:00 PM		6.11	1.42
1/15/2019 17:00	43480.71	4.8	1.42	0.01	0.01		4:25 PM	6.11	1.55
1/15/2019 18:00	43480.75	4.8	1.45	0.01	0.01	6:00 PM		6.11	1.55
1/15/2019 20:00	43480.83	4.9	1.66	0.01	0.01			5.98	1.52
1/15/2019 21:00	43480.88	4.9	1.14	0.01	0.01	9:00 PM		5.98	1.52
1/16/2019 2:00	43481.08	3	1.4	0.01	0.01	2:00 AM		6.11	1.47
1/16/2019 5:00	43481.21	3	3.55	0.01	0.01	5:00 AM		6.11	1.47
1/16/2019 7:00	43481.29	3	3.61	0.17	0.01			7.33	1.45
1/16/2019 8:00	43481.33	3	3.26	0.2	0.01			6.11	1.5
1/16/2019 9:00	43481.38	4.9	3.43	0.13	0.01	9:00 AM		5.98	1.52
1/16/2019 10:00	43481.42	4.9	3.49	0.01	0.01			5.98	1.52
1/16/2019 11:00	43481.46	4.9	3.46	0.63	0.01			6.73	1.52
1/16/2019 12:00	43481.50	4.9	3.4	0.12	0.01	12:00 PM		6.73	1.52
1/16/2019 14:00	43481.58	4.9	3.76	0.08	0.01			6.73	1.52
1/16/2019 15:00	43481.63	4.9	3.1	0.11	0.01	3:00 PM		6.73	1.52
1/16/2019 16:00	43481.67	4.9	2.42	0.01	0.01			6.73	1.52
1/16/2019 17:00	43481.71	4.9	2.62	0.01	0.01			6.73	1.52
1/16/2019 18:00	43481.75	4.9	1.94	0.01	0.01	6:00 PM		6.73	1.52
1/16/2019 20:00	43481.83	3	1.61	0.01	0.01			6.11	1.5
1/16/2019 21:00	43481.88	3	1.9	0.01	0.01	9:00 PM		6.11	1.5
1/17/2019 3:00	43482.13	3	2.02	0.01	0.01	3:00 AM		6.11	1.5
1/17/2019 6:00	43482.25	3	1.39	0.01	0.01			6.11	1.5
1/17/2019 7:00	43482.29	3	1.93	0.01	0.01	7:00 AM		6.11	1.5
1/17/2019 9:00	43482.38	3	1.57	0.02	0.01			6.11	1.5
1/17/2019 11:00	43482.46	4.6	1.42	0.98	0.01	11:00 AM		6.37	1.59
1/17/2019 12:00	43482.50	4.6	1.82	1.19	0.01			6.37	1.59
1/17/2019 14:00	43482.58	4.8	1.65	1.01	0.01	2:00 PM		6.11	1.53
1/17/2019 15:00	43482.63	4.5	1.89	0.11	0.01		2:45 PM	6.51	1.63
1/17/2019 17:00	43482.71	4.8	1.61	0.01	0.01	5:00 PM		6.11	1.53
1/17/2019 18:00	43482.75	4.8	1.86	0.01	0.01			6.11	1.53
1/17/2019 19:00	43482.79	4.8	1.16	0.01	0.01	7:00 PM		6.11	1.55
1/17/2019 21:00	43482.88	4.8	1.71	0.04	0.01	9:00 PM		6.11	1.55
1/18/2019 3:00	43483.13	3	1.41	0.01	0.01	3:00 AM		6.11	1.47
1/18/2019 5:00	43483.21	3	1.34	0.01	0.01	5:00 AM		6.11	1.47
1/18/2019 6:00	43483.25	3	1.52	0.04	0.01			6.11	1.47
1/18/2019 7:00	43483.29	3	1.14	0.01	0.01	7:00 AM		6.11	1.47
1/18/2019 8:00	43483.33	3	1.63	0.01	0.01			6.11	1.5
1/18/2019 10:00	43483.42	4.9	1.27	0.01	0.01	10:00 AM		5.98	1.52
1/18/2019 11:00	43483.46	4.9	1.48	0.01	0.01			5.98	1.52
1/18/2019 12:00	43483.50	4.9	1.57	0.01	0.01	12:00 PM		5.98	1.52
1/18/2019 14:00	43483.58	4.9	2.49	0.01	0.01			5.98	1.5
1/18/2019 16:00	43483.67	4.9	1.36	0.01	0.01	4:00 PM		5.98	1.52
1/18/2019 17:00	43483.71	4.9	2.03	0.08	0.01			5.98	1.52
1/18/2019 18:00	43483.75	4.9	1.32	0.01	0.01	6:00 PM		5.98	1.52
1/18/2019 20:00	43483.83	4.9	3.37	0.01	0.01			5.98	1.52
1/18/2019 21:00	43483.88	4.9	2.02	0.01	0.01	9:00 PM		5.98	1.52
1/19/2019 3:00	43484.13	3	1.83	0.01	0.01	3:00 AM		6.11	1.5
1/19/2019 6:00	43484.25	3	1.59	0.01	0.01			6.11	1.5
1/19/2019 7:00	43484.29	3	1.85	0.01	0.01	7:00 AM		6.11	1.5
1/19/2019 8:00	43484.33	3	1.77	0.01	0.01			6.11	1.5
1/19/2019 10:00	43484.42	3	1.64	0.01	0.01	10:00 AM		6.11	1.5
1/19/2019 11:00	43484.46	4.6	1.81	0.01	0.01			6.37	1.61
1/19/2019 13:00	43484.54	4.6	1.39	0.01	0.01	1:00 PM		6.37	1.59
1/19/2019 15:00	43484.63	4.6	1.41	0.01	0.01	3:00 PM		6.37	1.59
1/19/2019 17:00	43484.71	4.8	1.46	0.01	0.01	5:00 PM	5:00 PM	6.11	1.55
1/19/2019 18:00	43484.75	4.8	1.48	0.01	0.01			6.11	1.55
1/19/2019 20:00	43484.83	4.8	1.46	0.1	0.01	8:00 PM		6.11	1.55
1/19/2019 21:00	43484.88	4.8	1.66	0.49	0.01	9:00 PM		6.11	1.59
1/20/2019 2:00	43485.08	3	1.97	0.02	0.01	2:00 AM		6.11	1.47
1/20/2019 6:00	43485.25	3	1.59	0.01	0.01	6:00 AM		6.11	1.47
1/20/2019 7:00	43485.29	3	1.21	0.01	0.01			6.11	1.5
1/20/2019 8:00	43485.33	3	1.43	0.01	0.01			6.11	1.5
1/20/2019 9:00	43485.38	4.6	1.39	0.02	0.01	9:00 AM		6.37	1.61
1/20/2019 10:00	43485.42	4.6	1.69	0.23	0.01			6.37	1.61
1/20/2019 11:00	43485.46	4.6	2.09	0.08	0.01			6.37	1.61
1/20/2019 12:00	43485.50	4.8	1.92	0.09	0.01	12:00 PM		6.11	1.55
1/20/2019 14:00	43485.58	4.8	2.63	0.01	0.01			6.11	1.55
1/20/2019 15:00	43485.63	4.8	2.32	0.01	0.01	3:00 PM		6.11	1.55
1/20/2019 17:00	43485.71	4.8	1.75	0.01	0.01			6.11	1.55
1/20/2019 18:00	43485.75	4.8	1.39	0.01	0.01	6:00 PM		6.11	1.55
1/20/2019 20:00	43485.83	4.8	1.75	0.01	0.01			6.11	1.55
1/20/2019 21:00	43485.88	4.8	1.68	0.01	0.01	9:00 PM		6.11	1.55
1/21/2019 1:00	43486.04	4.8	1.76	0.01	0.01	1:00 AM		6.11	1.55
1/21/2019 4:00	43486.17	3	1.89	0.01	0.01	4:00 AM		6.11	1.5
1/21/2019 6:00	43486.25	3	2.53	0.01	0.01			6.11	1.5
1/21/2019 7:00	43486.29	4.8	1.59	0.17	0.01	7:00 AM		6.11	1.55
1/21/2019 8:00	43486.33	4.8	1.7	0.07	0.01			6.11	1.55
1/21/2019 10:00	43486.42	4.8	1.2	0.01	0.01	10:00 AM		6.11	1.55
1/21/2019 23:00	43486.96	4.8	1.52	0.06	0.01			6.11	1.55
1/21/2019 12:00	43486.50	4.8	1.48	0.01	0.01	12:00 PM		6.11	1.55
1/21/2019 14:00	43486.58	4.8	1.28	0.01	0.01	2:00 PM		6.11	1.55
1/21/2019 16:00	43486.67	4.8	1.41	0.01	0.01	4:00 PM		6.11	1.55
1/21/2019 17:00	43486.71	4.8	1.27	0.01	0.01	5:00 PM	5:00 PM	6.11	1.55
1/21/2019 18:00	43486.75	4.8	1.45	0.01	0.01			6.11	1.55
1/21/2019 20:00	43486.83	4.8	1.14	0.01	0.01	8:00 PM		6.11	1.55
1/21/2019 21:00	43486.88	4.8	1.31	0.01	0.01	9:00 PM		6.11	1.55
