time old	time	flow (L/s) 	raw (NTU)	sed (NTU)	filter (NTU)	1 - Purga	backwash	coag (mg/L)	Cl (mg/L)
12/6/2018 20:00	43440.83	5	2.21	0.19	0.01			7.33	1.53
12/6/2018 21:00	43440.88	5	2.33	0.11	0.01			7.33	1.53
12/7/2018 0:00	43441.00	3	2.67	0.01	0.01	12:00 AM		7.33	1.54
12/7/2018 3:00	43441.13	3	3.02	0.01	0.01			7.33	1.54
12/7/2018 6:00	43441.25	3	2.12	0.01	0.01	6:00 AM		7.33	1.54
12/7/2018 7:00	43441.29	3	2.18	0.01	0.01			7.33	1.54
12/7/2018 8:00	43441.33	3	2.83	0.32	0.01			7.33	1.54
12/7/2018 10:00	43441.42	3	2.04	0.17	0.01	10:00 AM		7.33	1.54
12/7/2018 11:00	43441.46	4.9	1.91	0.19	0.01			7.48	1.56
12/7/2018 12:00	43441.50	4.8	1.82	0.19	0.01			7.63	1.59
12/7/2018 14:00	43441.58	4.9	2.31	0.4	0.01	2:00 PM		7.48	1.56
12/7/2018 16:00	43441.67	4.9	2.94	0.4	0.01			7.48	1.56
12/7/2018 17:00	43441.71	4.9	3.07	0.62	0.01			7.48	1.56
12/7/2018 19:00	43441.79	4.9	5.31	0.49	0.01	7:00 PM		7.48	1.56
12/7/2018 20:00	43441.83	4.7	3.67	0.4	0.01			7.48	1.56
12/7/2018 21:00	43441.88	3	17.9	2.4	0.01			12.22	1.54
12/7/2018 22:00	43441.92	3	20.8	6.83	5.57	10:00 PM			1.54
12/7/2018 23:00	43441.96	3	19.7	2.1	0.01			14.66	1.54
12/8/2018 2:00	43442.08	3	16.4	3.82	0.08	2:00 AM		14.66	1.54
12/8/2018 5:00	43442.21	3	11	3.58	0.2			12.22	1.54
12/8/2018 7:00	43442.29	3	8.07	3.75	0.01	7:00 AM		7.33	1.54
12/8/2018 8:00	43442.33	3	6.09	3.5	0.27			8.55	1.54
12/8/2018 9:00	43442.38	3	5.27	0.89	0.09			8.55	1.54
12/8/2018 10:00	43442.42	3	5.41	0.76	0.01	10:00 AM		8.55	1.54
12/8/2018 10:30	43442.44	4.9	5.13	0.73	0.01			7.48	1.56
12/8/2018 11:00	43442.46	4.9	8.07	1.43	0.01		11:10 AM	7.48	1.56
12/8/2018 12:00	43442.50	4.9	5.79	1.14	0.01	12:00 PM		8.23	1.56
12/8/2018 14:00	43442.58	5	6.04	0.63	0.01			8.06	1.53
12/8/2018 15:00	43442.63	5	5.2	0.7	0.05			8.06	1.53
12/8/2018 16:00	43442.67	5	6.38	0.67	0.04	4:00 PM		8.06	1.53
12/8/2018 17:00	43442.71	5	4.94	0.26	0.18			8.06	1.53
12/8/2018 18:00	43442.75	3	4.52	0.62	0.2			8.55	1.54
12/8/2018 20:00	43442.83	3	3.73	0.58	0.16	8:00 PM		8.55	1.54
12/8/2018 22:30	43442.94	3	3.92	0.42	0.04			8.55	1.54
12/9/2018 3:00	43443.13	3	3.24	0.43	0.06	3:00 AM		8.55	1.54
12/9/2018 6:00	43443.25	3	3.26	0.54	0.26			8.55	1.54
12/9/2018 6:30	43443.27	4.9	2.25	0.51	0.19			7.48	1.53
12/9/2018 7:00	43443.29	4.9	2.21	0.55	0.22	7:00 AM		7.48	1.53
12/9/2018 8:00	43443.33	4.9	2.97	0.01	0.01	8:00 AM		7.48	1.53
12/9/2018 10:00	43443.42	4.9	2.4	0.08	0.01			7.33	1.53
12/9/2018 11:00	43443.46	5	2.65	0.01	0.01	11:00 AM		7.33	1.53
12/9/2018 12:00	43443.50	5	2.14	0.13	0.01			7.33	1.53
12/9/2018 14:00	43443.58	5	2.26	0.04	0.01			7.33	1.53
12/9/2018 16:00	43443.67	5	2.47	0.01	0.01	4:00 PM		7.33	1.53
12/9/2018 17:00	43443.71	5	2.94	0.07	0.01			7.33	1.53
12/9/2018 19:00	43443.79	5	2.43	0.11	0.01			7.33	1.53
12/9/2018 20:00	43443.83	5	2.67	0.4	0.01	8:00 PM		7.33	1.53
12/9/2018 21:00	43443.88	5	2.92	0.01	0.01			7.33	1.53
12/10/2018 0:00	43444.00	3	2.58	0.01	0.01	12:00 AM		7.33	1.54
12/10/2018 3:00	43444.13	3	2.54	0.08	0.01			7.33	1.54
12/10/2018 6:00	43444.25	3	2.59	0.01	0.01	6:00 AM		7.33	1.54
12/10/2018 7:00	43444.29	3	2.01	0.01	0.01			7.33	1.54
12/10/2018 8:00	43444.33	3	2.72	0.02	0.01			7.33	1.54
12/10/2018 10:00	43444.42	3	4.12	0.01	0.01	10:00 AM		7.33	1.54
12/10/2018 11:00	43444.46	4.8	2.6	0.15	0.01			6.87	1.59
12/10/2018 12:00	43444.50	4.9	2.13	0.01	0.01			6.73	1.56
12/10/2018 14:00	43444.58	4.9	3.34	0.11	0.01	2:00 PM		6.73	1.56
12/10/2018 16:00	43444.67	4.8	2.69	0.09	0.01		4:30 PM	6.87	1.59
12/10/2018 17:00	43444.71	4.9	2.2	0.01	0.01			6.73	1.56
12/10/2018 19:00	43444.79	4.9	2.1	0.01	0.01	7:00 PM		6.73	1.56
12/10/2018 20:00	43444.83	3	3.32	0.04	0.01			6.11	1.54
12/10/2018 21:00	43444.88	3	3.36	0.22	0.01			6.11	1.54
12/11/2018 0:00	43445.00	3	3.22	0.7	0.01	12:00 AM		6.11	1.54
12/11/2018 3:00	43445.13	3	2.04	1.05	0.01			6.11	1.54
12/11/2018 6:00	43445.25	3	4.07	0.48	0.01	6:00 AM		6.73	1.54
12/11/2018 7:00	43445.29	3	3.85	0.27	0.01			7.33	1.54
12/11/2018 8:00	43445.33	3	2.6	0.53	0.01			7.33	1.54
12/11/2018 9:00	43445.38	3	3.17	0.01	0.01	9:00 AM		7.33	1.54
12/11/2018 10:00	43445.42	3	2.58	0.01	0.01			7.33	1.54
12/11/2018 11:00	43445.46	3	4.12	0.07	0.01			7.33	1.54
12/11/2018 12:00	43445.50	4.9	2.91	0.33	0.01	12:00 PM		6.73	1.56
12/11/2018 14:00	43445.58	4.9	3.02	0.31	0.01			6.73	1.56
12/11/2018 15:00	43445.63	4.9	3.62	0.25	0.01			6.73	1.56
12/11/2018 16:30	43445.69	4.9	3.59	0.38	0.01	4:30 PM		6.73	1.56
12/11/2018 17:10	43445.72	5	3.17	0.59	0.01			6.6	1.53
12/11/2018 18:00	43445.75	5	2.62	0.25	0.01			6.6	1.53
12/11/2018 20:00	43445.83	4.9	2.54	0.11	0.01	8:00 PM		6.73	1.56
12/11/2018 21:00	43445.88	5	2.88	0.01	0.01			6.6	1.53
12/12/2018 0:00	43446.00	3	2.63	0.01	0.01	12:00 AM		7.33	1.54
12/12/2018 3:00	43446.13	3	4.1	0.01	0.01			7.33	1.54
12/12/2018 6:00	43446.25	3	6.75	0.01	0.01	6:00 AM		7.33	1.54
12/12/2018 7:00	43446.29	3	4.62	0.02	0.01			7.33	1.54
12/12/2018 8:00	43446.33	3	5.83	0.01	0.01			7.33	1.54
12/12/2018 10:00	43446.42	3	5.95	0.17	0.01	10:00 AM		7.33	1.54
12/12/2018 11:00	43446.46	4	5.15	0.02	0.01			7.33	1.54
12/12/2018 12:00	43446.50	4	4.41	0.01	0.01			7.33	1.54
12/12/2018 14:00	43446.58	3.9	6.01	0.01	0.01	2:00 PM		7.33	1.54
12/12/2018 16:00	43446.67	3	6.88	0.01	0.01			7.33	1.54
12/12/2018 17:00	43446.71	4.4	8.25	0.59	0.01			8.33	1.46
12/12/2018 18:30	43446.77	5	43.2	1.81	0.01	6:30 PM	6:40 PM	11.73	1.53
12/12/2018 19:30	43446.81	5	16.9	0.75	0.01			11.73	1.53
12/12/2018 20:30	43446.85	5	7.86	0.01	0.01	8:30 PM		11.73	1.53
12/12/2018 21:30	43446.90	5	6.81	0.01	0.01			8.06	1.53
12/13/2018 0:00	43447.00	3	6.56	0.25	0.01	12:00 AM		7.33	1.54
12/13/2018 3:00	43447.13	3	5.37	0.01	0.01			7.33	1.54
12/13/2018 6:00	43447.25	3	3.21	0.01	0.01	6:00 AM		7.33	1.54
12/13/2018 7:00	43447.29	3	2.89	0.01	0.01			7.33	1.54
12/13/2018 8:00	43447.33	3	3.48	0.01	0.01			7.33	1.54
12/13/2018 10:00	43447.42	3	3.47	0.03	0.01	10:00 AM		7.33	1.54
12/13/2018 11:00	43447.46	5	5.07	0.15	0.01			6.6	1.53
12/13/2018 12:00	43447.50	4.9	5.27	0.09	0.01			6.73	1.56
12/13/2018 14:00	43447.58	4.9	4.79	0.35	0.01	2:00 PM		6.73	1.56
12/13/2018 16:00	43447.67	5	3.3	0.21	0.01			6.6	1.53
12/13/2018 17:00	43447.71	4.9	4.06	0.45	0.01			6.73	1.56
12/13/2018 19:00	43447.79	4.9	5.08	0.02	0.01	7:00 PM		6.73	1.56
12/13/2018 20:00	43447.83	5	4.02	0.15	0.01			6.6	1.53
12/13/2018 21:00	43447.88	5	5.14	0.01	0.01			6.6	1.53
12/14/2018 0:00	43448.00	5	5.72	0.11	0.01	12:00 AM		6.6	1.53
12/14/2018 2:30	43448.10	5	5.17	0.15	0.01			6.6	1.53
12/14/2018 5:30	43448.23	5	4.16	0.11	0.01			6.6	1.53
12/14/2018 7:00	43448.29	3	3.21	0.1	0.01	7:00 AM		7.33	1.54
12/14/2018 8:00	43448.33	3	2.22	0.01	0.01			7.33	1.54
12/14/2018 9:00	43448.38	3	2.62	0.01	0.01			7.33	1.54
12/14/2018 10:00	43448.42	3	2.62	0.01	0.01	10:00 AM		7.33	1.54
12/14/2018 11:00	43448.46	3	2.22	0.01	0.01			7.33	1.54
12/14/2018 12:00	43448.50	5	2.6	0.01	0.01	12:00 PM		6.6	1.53
12/14/2018 14:00	43448.58	5	2.33	0.01	0.01			6.6	1.53
12/14/2018 15:00	43448.63	5	2.16	0.01	0.01	3:00 PM		6.6	1.53
12/14/2018 16:00	43448.67	5	2.62	0.26	0.01			6.6	1.53
12/14/2018 17:00	43448.71	5	2.44	0.01	0.01			6.6	1.53
12/14/2018 18:00	43448.75	5	2.87	0.01	0.01	6:00 PM		6.6	1.53
12/14/2018 20:00	43448.83	5	2.16	0.03	0.01			6.6	1.53
12/14/2018 21:00	43448.88	3	2.66	0.01	0.01			7.33	1.54
12/15/2018 1:00	43449.04	3	2.74	0.01	0.01	1:00 AM		7.33	1.54
12/15/2018 4:00	43449.17	3	3.22	0.01	0.01			7.33	1.54
12/15/2018 6:00	43449.25	3	2.73	0.01	0.01	6:00 AM	6:20 AM	7.33	1.54
12/15/2018 7:00	43449.29	4.9	2	0.06	0.01			6.73	1.56
12/15/2018 8:00	43449.33	4.9	1.89	0.01	0.01			6.73	1.56
12/15/2018 10:00	43449.42	4.9	2.56	0.01	0.01	10:00 AM		6.73	1.56
12/15/2018 11:00	43449.46	4.9	3.07	0.01	0.01			6.73	1.56
12/15/2018 12:00	43449.50	5	3.37	0.28	0.01			6.6	1.53
12/15/2018 14:00	43449.58	5	1.96	0.33	0.01	2:00 PM		6.6	1.53
12/15/2018 16:00	43449.67	4.9	2.89	0.37	0.21			6.73	1.56
12/15/2018 17:00	43449.71	4.9	2.53	0.28	0.26			6.73	1.56
12/15/2018 19:00	43449.79	5	1.94	0.01	0.01	7:00 PM		6.6	1.53
12/15/2018 20:00	43449.83	3	2.95	0.01	0.01			6.11	1.54
12/15/2018 21:00	43449.88	3	2.57	0.01	0.01			6.11	1.54
12/16/2018 0:00	43450.00	3	2.77	0.01	0.01	12:00 AM		6.11	1.54
12/16/2018 3:00	43450.13	3	2.89	0.01	0.01			6.11	1.54
12/16/2018 6:00	43450.25	3	2.35	0.01	0.01	6:00 AM		6.11	1.54
12/16/2018 7:00	43450.29	3	2.12	0.01	0.01			6.11	1.54
12/16/2018 8:00	43450.33	3	2.29	0.32	0.01			6.11	1.54
12/16/2018 10:00	43450.42	3	2.58	0.01	0.01	10:00 AM		6.11	1.54
12/16/2018 11:00	43450.46	4.8	3.09	0.04	0.01			5.34	1.59
12/16/2018 12:00	43450.50	4.8	3.3	0.01	0.01			5.34	1.59
12/16/2018 14:00	43450.58	4.8	1.92	0.01	0.01	2:00 PM		5.34	1.59
12/16/2018 16:00	43450.67	4.8	2.35	0.05	0.01			5.34	1.59
12/16/2018 17:00	43450.71	4.9	2.22	0.01	0.01			5.24	1.56
12/16/2018 19:00	43450.79	4.9	4.36	0.15	0.01	7:00 PM	7:10 PM	5.24	1.56
12/16/2018 20:00	43450.83	4.9	3.62	0.42	0.01			5.24	1.56
12/16/2018 21:00	43450.88	3	2.47	0.14	0.01			6.11	1.54
12/17/2018 0:00	43451.00	3	5.28	0.35	0.01	12:00 AM		6.11	1.54
12/17/2018 3:00	43451.13	3	3.37	0.08	0.01			6.11	1.54
12/17/2018 6:00	43451.25	3	4.09	0.31	0.01	6:00 AM		6.11	1.54
12/17/2018 7:00	43451.29	3	3.82	0.01	0.01			6.11	1.54
12/17/2018 8:00	43451.33	3	2.99	0.01	0.01			6.11	1.54
12/17/2018 9:00	43451.38	5	3.48	0.37	0.01	9:00 AM		5.86	1.53
12/17/2018 10:00	43451.42	5	7.39	1.89	0.01			6.6	1.53
12/17/2018 11:00	43451.46	5	7.57	1.08	0.01			6.6	1.53
12/17/2018 12:00	43451.50	5	10.3	0.24	0.01	12:00 PM		6.6	1.53
12/17/2018 14:00	43451.58	5	10.4	0.67	0.01			6.6	1.53
12/17/2018 15:00	43451.63	5	10.3	0.83	0.01			7.33	1.53
12/17/2018 16:00	43451.67	5	8.68	0.6	0.01	4:00 PM		7.33	1.53
12/17/2018 17:00	43451.71	5	8.93	0.45	0.01			7.33	1.53
12/17/2018 18:00	43451.75	5	7.41	0.64	0.01	6:00 PM		7.33	1.53
12/17/2018 20:00	43451.83	3	6.23	0.01	0.01			7.33	1.53
12/17/2018 21:00	43451.88	3	5.73	0.01	0.01	9:00 PM		6.11	1.54
12/18/2018 0:00	43452.00	3	4.14	0.01	0.01	12:00 AM		6.11	1.54
12/18/2018 4:00	43452.17	3	4.31	0.01	0.01			6.11	1.54
12/18/2018 6:00	43452.25	3	3.77	0.01	0.01	6:00 AM		6.11	1.54
12/18/2018 7:00	43452.29	3	3.59	0.01	0.01			6.11	1.54
12/18/2018 8:00	43452.33	3	2.83	0.01	0.01			6.11	1.54
12/18/2018 10:00	43452.42	3	2.66	0.01	0.01	10:00 AM		6.11	1.54
12/18/2018 11:00	43452.46	3	2.59	0.01	0.01			6.11	1.54
12/18/2018 12:00	43452.50	5	2.7	0.01	0.01			6.6	1.53
12/18/2018 14:00	43452.58	4.8	2.31	0.01	0.01	2:00 PM		6.87	1.6
12/18/2018 16:00	43452.67	4.9	2.44	0.01	0.01		4:00 PM	6.73	1.56
12/18/2018 17:00	43452.71	5	2.88	0.01	0.01			6.6	1.53
12/18/2018 19:00	43452.79	5	2.38	0.06	0.01	7:00 PM		6.6	1.53
12/18/2018 20:00	43452.83	5	3.55	0.08	0.01			6.6	1.53
12/18/2018 21:00	43452.88	5	2.46	0.01	0.01			6.6	1.53
12/19/2018 0:00	43453.00	3	2.44	0.01	0.01	12:00 AM		6.11	1.54
12/19/2018 3:00	43453.13	3	2.07	0.01	0.01			6.11	1.54
12/19/2018 6:00	43453.25	3	2.32	0.01	0.01	6:00 AM		6.11	1.54
12/19/2018 7:00	43453.29	3	2.08	0.01	0.01			6.11	1.54
12/19/2018 8:00	43453.33	3	2.04	0.01	0.01			6.11	1.54
12/19/2018 9:00	43453.38	5	2.07	0.01	0.01	9:00 AM		6.6	1.53
12/19/2018 10:00	43453.42	5	2.09	0.01	0.01			6.6	1.53
12/19/2018 11:00	43453.46	5	2.31	0.01	0.01			6.6	1.53
12/19/2018 12:00	43453.50	5	2.63	0.01	0.01	12:00 PM		6.6	1.53
12/19/2018 14:00	43453.58	5	2.29	0.2	0.01			6.6	1.53
12/19/2018 15:00	43453.63	5	2.38	0.02	0.01			6.6	1.53
12/19/2018 16:00	43453.67	4.9	1.88	0.07	0.01	4:00 PM		6.73	1.56
12/19/2018 17:00	43453.71	5	2.03	0.01	0.01			6.6	1.53
12/19/2018 18:00	43453.75	5	2.62	0.13	0.01	6:00 PM		6.6	1.53
12/19/2018 20:00	43453.83	3	2.6	0.01	0.01			6.11	1.54
12/19/2018 21:00	43453.88	3	3.24	0.01	0.01			6.11	1.54
12/20/2018 0:00	43454.00	3	2.08	0.01	0.01	12:00 AM		6.11	1.54
12/20/2018 4:00	43454.17	3	2.51	0.01	0.01			6.11	1.54
12/20/2018 5:30	43454.23	3	1.93	0.01	0.01			6.11	1.54
12/20/2018 6:00	43454.25	5	1.92	0.01	0.01	6:00 AM		6.6	1.53
12/20/2018 7:00	43454.29	4.9	2.24	0.01	0.01			6.6	1.53
12/20/2018 8:00	43454.33	4.8	1.91	0.04	0.01			6.87	1.59
12/20/2018 10:00	43454.42	4.7	2.53	0.08	0.01	10:00 AM		7.02	1.63
12/20/2018 11:00	43454.46	4.8	2.97	0.28	0.01			6.87	1.59
12/20/2018 12:00	43454.50	4.8	2.97	0.01	0.01			6.87	1.59
12/20/2018 14:00	43454.58	4.8	3.73	0.01	0.01	2:00 PM		6.87	1.59
12/20/2018 16:00	43454.67	4.9	2.58	0.01	0.01		4:05 PM	6.73	1.56
12/20/2018 17:00	43454.71	4.9	2.96	0.01	0.01			6.73	1.56
12/20/2018 19:00	43454.79	4.9	6.35	0.01	0.01	7:00 PM		6.73	1.56
12/20/2018 20:00	43454.83	5	3.24	0.02	0.01			6.6	1.53
12/20/2018 21:00	43454.88	3	3.12	0.01	0.01			6.11	1.54
12/21/2018 0:00	43455.00	3	2.48	0.01	0.01	12:00 AM		6.11	1.54
12/21/2018 3:30	43455.15	3	2.92	0.01	0.01			6.11	1.54
12/21/2018 6:00	43455.25	3	2.64	0.04	0.01	6:00 AM		6.11	1.54
12/21/2018 7:00	43455.29	4.9	2.18	0.11	0.01			6.73	1.56
12/21/2018 9:00	43455.38	4.9	1.81	0.38	0.01			6.73	1.56
12/21/2018 10:00	43455.42	4.9	2.23	0.2	0.01	10:00 AM		6.73	1.56
12/21/2018 11:00	43455.46	4.9	1.77	0.01	0.01			6.73	1.56
12/21/2018 12:00	43455.50	4.9	1.84	0.27	0.01			6.73	1.56
12/21/2018 14:00	43455.58	4.9	3.11	0.15	0.01	2:00 PM		6.73	1.56
12/21/2018 16:00	43455.67	4.9	3.57	0.01	0.01			6.73	1.56
12/21/2018 17:00	43455.71	4.9	2.48	0.01	0.01			6.73	1.56
12/21/2018 19:00	43455.79	5	2.56	0.01	0.01	7:00 PM		6.6	1.53
12/21/2018 20:00	43455.83	5	2.58	0.05	0.01			6.6	1.53
12/21/2018 21:00	43455.88	3	2.85	0.05	0.01			6.11	1.54
12/22/2018 0:00	43456.00	3	2.58	0.23	0.01	12:00 AM		6.11	1.54
12/22/2018 3:00	43456.13	3	2.49	0.15	0.01			6.11	1.54
12/22/2018 6:00	43456.25	3	1.87	0.01	0.01	6:00 AM		6.11	1.54
12/22/2018 7:00	43456.29	3	2.72	0.02	0.01			6.11	1.54
12/22/2018 8:00	43456.33	3	2.81	0.23	0.01			6.11	1.54
12/22/2018 10:00	43456.42	3	2.85	0.01	0.01	10:00 AM		6.11	1.54
12/22/2018 11:00	43456.46	4.7	3.35	0.01	0.01			7.02	1.63
12/22/2018 12:00	43456.50	4.7	2.28	0.01	0.01			7.02	1.63
12/22/2018 14:00	43456.58	4.8	2.31	0.02	0.01	2:00 PM		6.87	1.59
12/22/2018 16:00	43456.67	4.8	2.59	0.01	0.01		4.02 pm	6.87	1.59
12/22/2018 17:00	43456.71	4.8	2.69	0.01	0.01			6.87	1.59
12/22/2018 19:00	43456.79	4.8	2.57	0.01	0.01	7:00 PM		6.87	1.59
12/22/2018 20:00	43456.83	4.9	3.12	0.01	0.01			6.73	1.56
12/22/2018 21:00	43456.88	3	2.51	0.01	0.01			6.11	1.54
12/23/2018 0:00	43457.00	3	1.61	0.01	0.01	12:00 AM		6.11	1.54
12/23/2018 4:00	43457.17	3	2.69	0.01	0.01			6.11	1.54
12/23/2018 6:00	43457.25	3	2.33	0.01	0.01	6:00 AM		6.11	1.54
12/23/2018 7:00	43457.29	4.8	2.61	0.01	0.01			6.87	1.59
12/23/2018 8:00	43457.33	4.9	2.35	0.01	0.01			6.73	1.56
12/23/2018 9:00	43457.38	4.9	2.06	0.01	0.01	9:00 AM		6.73	1.56
12/23/2018 10:00	43457.42	4.9	2.02	0.17	0.01			6.73	1.56
12/23/2018 11:00	43457.46	4.9	2.26	0.01	0.01			6.73	1.56
12/23/2018 12:00	43457.50	4.8	2.38	0.01	0.01	12:00 PM		6.87	1.59
12/23/2018 14:00	43457.58	5	3.27	0.19	0.01			6.6	1.53
12/23/2018 15:00	43457.63	4.9	2.6	0.02	0.01			6.73	1.56
12/23/2018 16:00	43457.67	4.9	3	0.3	0.01	4:00 PM		6.73	1.56
12/23/2018 17:00	43457.71	4.9	2.87	0.01	0.01			6.73	1.56
12/23/2018 18:00	43457.75	4.9	1.97	0.14	0.01			6.73	1.56
12/23/2018 20:00	43457.83	4.9	1.97	0.4	0.01	8:00 PM		6.73	1.56
12/23/2018 21:00	43457.88	3	3.36	0.01	0.01			6.11	1.54
12/24/2018 0:00	43458.00	3	2.01	0.01	0.01	12:00 AM		6.11	1.54
12/24/2018 4:00	43458.17	3	2.06	0.07	0.01			6.11	1.54
12/24/2018 6:00	43458.25	3	2.05	0.01	0.01	6:00 AM		6.11	1.54
12/24/2018 7:00	43458.29	4.9	2.16	0.01	0.01			6.73	1.56
12/24/2018 8:00	43458.33	4.9	2.26	0.13	0.01	8:00 AM		6.73	1.56
12/24/2018 10:00	43458.42	4.5	2.27	0.01	0.01			7.33	1.57
12/24/2018 11:00	43458.46	4.3	2.83	0.01	0.01	11:00 AM		7.67	1.64
12/24/2018 12:00	43458.50	4.8	3.02	0.01	0.01			6.87	1.59
12/24/2018 14:00	43458.58	4.6	3.77	0.52	0.01			7.17	1.53
12/24/2018 16:00	43458.67	4.9	3.4	0.01	0.01	4:00 PM	4:10 PM	6.73	1.56
12/24/2018 17:00	43458.71	4.4	3.49	0.04	0.01			6.73	1.56
12/24/2018 19:00	43458.79	4.8	2.93	0.01	0.01			6.87	1.59
12/24/2018 20:00	43458.83	3	3	0.01	0.01	8:00 PM		6.11	1.54
12/25/2018 21:00	43459.88	3	2.8	0.01	0.01			6.11	1.54
12/25/2018 0:00	43459.00	3	3.03	0.01	0.01	12:00 AM		6.11	1.54
12/25/2018 3:00	43459.13	3	4.53	0.01	0.01			6.11	1.54
12/25/2018 6:00	43459.25	3	5.43	0.01	0.01	6:00 AM		6.11	1.54
12/25/2018 7:00	43459.29	3	4.43	0.01	0.01			6.11	1.54
12/25/2018 8:00	43459.33	3	4.66	0.01	0.01			6.11	1.54
12/25/2018 10:00	43459.42	3	4.78	0.04	0.01	10:00 AM		6.11	1.54
12/25/2018 11:00	43459.46	4.9	3.97	0.01	0.01			6.73	1.56
12/25/2018 12:00	43459.50	5	4.47	0.02	0.01			6.6	1.53
12/25/2018 14:00	43459.58	4.9	5.41	0.01	0.01	2:00 PM		6.73	1.56
12/25/2018 16:00	43459.67	4.9	3.47	0.01	0.01			6.73	1.56
12/25/2018 17:00	43459.71	5	3.28	0.01	0.01			6.6	1.53
12/25/2018 19:00	43459.79	5	2.74	0.01	0.01	7:00 PM		6.6	1.53
12/25/2018 20:00	43459.83	5	3.03	0.01	0.01			6.6	1.53
12/25/2018 21:00	43459.88	3	3.46	0.01	0.01			6.11	1.54
12/26/2018 0:00	43460.00	3	2.76	0.01	0.01	12:00 AM		6.11	1.54
12/26/2018 4:00	43460.17	3	3.68	0.01	0.01			6.11	1.54
12/26/2018 6:00	43460.25	3	3.05	0.01	0.01	6:00 AM		6.11	1.54
12/26/2018 7:00	43460.29	3	2.51	0.01	0.01			6.11	1.54
12/26/2018 8:00	43460.33	3	1.91	0.01	0.01			6.11	1.54
12/26/2018 9:00	43460.38	4.9	2.44	0.13	0.01	9:00 AM		6.73	1.56
12/26/2018 10:30	43460.44	4.9	2.24	0.01	0.01			6.73	1.56
12/26/2018 11:00	43460.46	4.9	1.84	0.14	0.01			6.73	1.56
12/26/2018 12:00	43460.50	4.9	2.02	0.03	0.01	12:00 PM		6.73	1.56
12/26/2018 14:00	43460.58	4.9	1.95	0.01	0.01			6.73	1.56
12/26/2018 15:00	43460.63	4.9	1.83	0.01	0.01	3:00 PM		6.73	1.56
12/26/2018 16:00	43460.67	4.9	1.98	0.01	0.01			6.73	1.56
12/26/2018 17:00	43460.71	4.9	2.38	0.01	0.01	5:00 PM		6.73	1.56
12/26/2018 18:00	43460.75	4.9	2.31	0.01	0.01			6.73	1.56
12/26/2018 20:00	43460.83	3	2.42	0.01	0.01	8:00 PM		6.11	1.54
12/26/2018 22:00	43460.92	3	1.77	0.01	0.01			6.11	1.54
12/27/2018 0:30	43461.02	3	2.65	0.01	0.01			6.11	1.54
12/27/2018 4:00	43461.17	3	1.99	0.01	0.01	4:00 AM		6.11	1.54
12/27/2018 6:00	43461.25	3	2.17	0.01	0.01			6.11	1.54
12/27/2018 7:00	43461.29	4.9	1.69	0.01	0.01			6.73	1.56
12/27/2018 8:00	43461.33	4.8	1.73	0.01	0.01	8:00 AM		6.87	1.59
12/27/2018 10:00	43461.42	4.9	1.95	0.01	0.01			6.87	1.59
12/27/2018 11:00	43461.46	4.9	1.53	0.06	0.01	11:00 AM		6.73	1.56
12/27/2018 12:00	43461.50	4.9	1.85	0.01	0.01			6.73	1.56
12/27/2018 14:00	43461.58	4.9	1.69	0.01	0.01		2:06 PM	6.73	1.56
12/27/2018 16:00	43461.67	4.9	1.81	0.01	0.01	4:00 PM		6.73	1.56
12/27/2018 17:00	43461.71	4.9	1.81	0.13	0.01			6.73	1.56
12/27/2018 19:00	43461.79	4.9	2.07	0.01	0.01			6.73	1.56
12/27/2018 20:00	43461.83	4.9	1.6	0.01	0.01	8:00 PM		6.73	1.56
12/27/2018 21:00	43461.88	3	1.65	0.01	0.01			6.11	1.54
12/28/2018 0:00	43462.00	3	1.76	0.01	0.01	12:00 AM		6.11	1.54
12/28/2018 3:00	43462.13	3	1.69	0.01	0.01			6.11	1.54
12/28/2018 6:00	43462.25	4.9	1.35	0.01	0.01	6:00 AM		6.73	1.56
12/28/2018 7:00	43462.29	4.9	1.84	0.01	0.01			6.73	1.56
12/28/2018 8:30	43462.35	4.9	2.18	0.82	0.01			6.73	1.56
12/28/2018 10:00	43462.42	4.9	2.09	0.12	0.01	10:00 AM		6.73	1.56
12/28/2018 11:00	43462.46	4.9	1.78	0.13	0.01			6.73	1.56
12/28/2018 12:00	43462.50	4.9	2.87	0.11	0.01			6.73	1.56
12/28/2018 14:00	43462.58	4.9	4.5	0.01	0.01	2:00 PM		6.73	1.56
12/28/2018 16:00	43462.67	4.9	2.78	0.1	0.01			6.73	1.56
12/28/2018 17:00	43462.71	4.9	3.41	0.01	0.01			5.98	1.56
12/28/2018 19:00	43462.79	4.9	3.48	0.01	0.01	7:00 PM		5.98	1.56
12/28/2018 20:00	43462.83	4.8	2.3	0.01	0.01			6.11	1.59
12/28/2018 21:00	43462.88	4.9	2.51	0.01	0.01			5.98	1.56
12/29/2018 0:00	43463.00	4.9	2.92	0.01	0.01	12:00 AM		5.98	1.56
12/29/2018 3:00	43463.13	4.9	3.62	0.11	0.01			5.98	1.56
12/29/2018 6:00	43463.25	4.8	2.97	0.08	0.01	6:00 AM	6:10 AM	6.11	1.59
12/29/2018 7:00	43463.29	4.8	2.45	0.01	0.01			6.11	1.59
12/29/2018 8:00	43463.33	4.8	2.93	0.01	0.01			6.11	1.59
12/29/2018 9:00	43463.38	4.8	2.31	0.01	0.01	9:00 AM		6.11	1.59
