time format	time	flow (L/s)	raw (NTU)	sed (NTU)	filter (NTU)
11/27/15 10:25	42335.43	11.50	16.000	1.5	0.5
11/27/15 10:27	42335.44	11.50	16.000	1.5	0.5
11/27/15 18:05	42335.75	12.03	15.570	1.78	0.07
11/28/15 6:09	42336.26	12.03	15.540	1.01	0.31
11/28/15 17:51	42336.74	12.03	14.280	0.89	0.06
11/29/15 6:03	42337.25	12.03	14.110	0.61	0.01
11/29/15 18:09	42337.76	12.03	14.170	0.76	0.32
11/30/15 6:00	42338.25	12.03	13.920	1.15	0.37
11/30/15 18:03	42338.75	12.03	14.110	1.15	0.07
12/1/15 6:18	42339.26	12.03	14.020	1.61	0.65
12/1/15 17:57	42339.75	12.03	13.780	1.29	0.18
12/2/15 6:04	42340.25	12.03	12.670	1.47	0.16
12/2/15 18:09	42340.76	12.03	13.330	1.42	0.48
12/3/15 6:06	42341.25	12.03	12.680	1.23	0.26
12/3/15 18:05	42341.75	12.03	27.860	1.84	0.15
12/4/15 6:04	42342.25	12.03	13.740	0.49	0.21
12/4/15 17:57	42342.75	12.03	13.380	1.39	0.52
12/5/15 6:04	42343.25	12.03	14.600	0.64	0.04
12/5/15 18:06	42343.75	12.03	12.400	0.67	0.01
12/6/15 6:05	42344.25	12.03	11.680	0.51	0.12
12/6/15 18:20	42344.76	12.03	12.260	1.23	0.35
12/7/15 6:06	42345.25	12.03	10.830	0.86	0.5
12/7/15 18:40	42345.78	12.03	11.360	0.47	0.06
12/8/15 6:06	42346.25	12.03	10.170	0.77	0.54
12/8/15 18:11	42346.76	12.03	9.890	0.94	0.22
12/9/15 6:12	42347.26	12.03	9.970	0.46	0.14
12/9/15 18:01	42347.75	12.03	10.630	0.54	0.29
12/10/15 6:05	42348.25	12.03	10.090	0.36	0.26
12/10/15 6:06	42348.25	12.03	10.090	0.36	0.26
12/10/15 17:55	42348.75	12.03	9.850	0.53	0
12/11/15 6:06	42349.25	12.03	9.660	0.74	0.33
12/11/15 18:02	42349.75	12.03	10.000	0.75	0.29
12/12/15 17:57	42350.75	12.03	9.630	0.94	0.01
12/13/15 6:04	42351.25	12.03	8.240	0.6	0.23
12/13/15 18:28	42351.77	12.03	8.170	0.37	0
12/14/15 6:02	42352.25	12.03	8.190	0.63	0.47
12/14/15 18:05	42352.75	12.03	8.610	0.92	0
12/15/15 6:04	42353.25	12.03	7.710	0.94	0.02
12/15/15 19:07	42353.80	12.03	8.450	1.91	0.6
12/16/15 18:37	42354.78	12.03	8.860	0.42	0.13
12/17/15 6:23	42355.27	11.30	8.080	1.15	0.5
12/17/15 18:09	42355.76	11.16	7.420	0.97	0.44
12/18/15 6:00	42356.25	11.16	7.370	0.99	0
12/18/15 18:04	42356.75	11.30	7.940	1.17	0.32
12/19/15 6:08	42357.26	11.16	6.770	1.21	0.16
12/19/15 17:56	42357.75	11.16	6.380	0.63	0
12/20/15 6:18	42358.26	11.30	6.850	0.92	0.25
12/20/15 17:55	42358.75	11.16	8.850	0.92	0.36
12/21/15 5:56	42359.25	11.16	8.060	1.12	0.29
12/21/15 18:01	42359.75	11.30	6.290	1.49	0.55
12/22/15 6:35	42360.27	6.70	6.120	1.37	0.37
12/23/15 6:02	42361.25	11.30	6.240	0.73	0
12/24/15 6:01	42362.25	11.16	6.120	0.27	0
12/24/15 18:04	42362.75	11.30	6.500	1.03	0.3
12/25/15 7:06	42363.30	670.00	6.370	0.81	0.18
12/25/15 17:56	42363.75	10.83	5.480	1.01	0.07
12/26/15 6:06	42364.25	11.30	5.270	0	0
12/27/15 17:58	42365.75	11.30	5.190	1.24	0.17
12/28/15 8:13	42366.34	670.00	4.350	0.01	0
12/28/15 17:58	42366.75	10.83	4.480	0.21	0
12/29/15 5:56	42367.25	11.30	4.600	0.44	0.15
12/29/15 18:26	42367.77	670.00	4.780	1.42	0.7
12/30/15 6:01	42368.25	10.83	4.640	0.11	0
12/30/15 18:16	42368.76	10.06	4.740	0.76	0
12/31/15 6:25	42369.27	10.67	3.820	0.17	0
12/31/15 18:00	42369.75	10.66	4.290	0.19	0.01
1/1/16 6:20	42370.26	10.06	3.880	0.32	0.13
1/1/16 18:50	42370.79	640.00	5.040	0.74	0
1/2/16 5:54	42371.25	10.66	5.200	0.42	0.03
1/2/16 17:52	42371.74	10.06	4.020	0.059	0.01
1/4/16 6:04	42373.25	10.83	3.310	0.4	0
1/5/16 18:53	42374.79	11.90	4.190	0.8	0
1/6/16 12:21	42375.51	10.06	4.740	0.76	0
1/7/16 6:05	42376.25	11.83	3.060	0.32	0
1/8/16 5:59	42377.25	11.83	2.570	0.56	0.02
1/9/16 18:02	42378.75	11.83	2.630	0.12	0.06
1/10/16 6:02	42379.25	11.83	2.220	0.01	0
1/11/16 17:56	42380.75	11.68	2.530	0.32	0
1/13/16 6:09	42382.26	11.68	3.080	0.4	0.1
1/14/16 17:59	42383.75	11.68	3.010	0.59	0
1/16/16 5:58	42385.25	11.68	2.070	0.84	0
1/20/16 18:54	42389.79	11.20	2.130	0.21	0
1/22/16 6:25	42391.27	11.20	2.660	0.55	0.01
1/23/16 18:13	42392.76	11.20	2.500	0.12	0.01
1/25/16 5:58	42394.25	11.20	2.340	0.77	0.38
1/26/16 18:07	42395.75	11.20	2.160	0.48	0.07
1/28/16 6:10	42397.26	11.20	2.330	0.41	0.03
1/28/16 6:11	42397.26	11.20	2.330	0.41	0.03
1/29/16 18:01	42398.75	11.20	3.160	0.39	0.01
1/30/16 6:06	42399.25	11.51	2.490	0.83	0.26
1/30/16 18:01	42399.75	11.51	3.020	0.99	0.19
1/31/16 6:08	42400.26	11.55	2.660	0.21	0.27
1/31/16 10:41	42400.45	11.51	249.000	0.83	0.26
1/31/16 17:57	42400.75	11.51	2.390	0.83	0.2
2/1/16 5:59	42401.25	11.51	2.530	0.78	0.36
2/1/16 18:16	42401.76	11.55	2.430	0.98	0.3
2/2/16 5:59	42402.25	11.51	2.970	0.39	0.29
2/4/16 18:09	42404.76	11.55	3.390	0.48	0
2/5/16 6:16	42405.26	11.51	312.000	0.01	0
2/5/16 7:20	42405.31	11.51	3.120	0.17	0.03
2/5/16 18:10	42405.76	11.51	2.090	0.58	0
2/6/16 6:04	42406.25	11.55	2.140	0.59	0.08
2/6/16 17:48	42406.74	11.51	2.410	0.67	0
2/7/16 5:58	42407.25	11.51	2.370	0.67	0.16
2/7/16 17:51	42407.74	11.55	2.900	0	0
2/8/16 5:55	42408.25	11.51	1.780	0.39	0.03
2/8/16 18:08	42408.76	11.51	2.100	0.69	0.14
2/9/16 6:07	42409.25	11.51	3.040	0	0
2/9/16 17:51	42409.74	11.51	1.260	0.11	0.27
2/10/16 4:00	42410.17	11.51	2.700	0.86	0.24
2/10/16 16:24	42410.68	10.13	3.510	1.08	0.4
2/11/16 4:05	42411.17	11.51	3.210	1.35	0.5
2/11/16 16:02	42411.67	11.20	2.750	0.64	0.09
2/12/16 4:21	42412.18	11.20	2.490	0.27	0.11
2/12/16 15:55	42412.66	11.00	2.910	0.48	0.01
2/13/16 3:59	42413.17	11.20	2.400	0.55	0
2/13/16 16:05	42413.67	11.20	1.950	0.47	0
2/14/16 4:00	42414.17	11.20	2.610	0.8	0.3
2/14/16 15:57	42414.67	11.38	2.480	0.42	0.03
2/15/16 4:04	42415.17	11.38	2.100	0.3	0
2/15/16 16:05	42415.67	11.38	2.450	0.89	0
2/16/16 4:00	42416.17	11.51	2.680	0.87	0.39
2/16/16 16:03	42416.67	11.51	2.890	0.56	0.11
2/17/16 4:44	42417.20	11.51	2.820	0.69	0.26
2/17/16 16:03	42417.67	11.38	2.890	1.04	0.01
2/18/16 4:04	42418.17	11.38	1.390	0.45	0
2/18/16 15:58	42418.67	11.33	3.060	0.65	0.03
2/19/16 4:01	42419.17	11.33	3.110	0.19	0
2/19/16 16:08	42419.67	11.33	2.920	0.5	0
2/20/16 4:00	42420.17	11.33	2.680	0.86	0
2/20/16 16:36	42420.69	11.33	3.170	0.34	0.72
2/21/16 4:09	42421.17	11.33	1.610	0.22	0
2/21/16 16:02	42421.67	11.33	3.160	0.55	0.03
2/22/16 4:10	42422.17	11.33	2.690	1.31	0.71
2/22/16 16:10	42422.67	11.51	1.650	0.21	0
2/23/16 3:56	42423.16	11.33	2.560	0.78	0.23
2/23/16 16:04	42423.67	11.51	1.560	1.4	0.01
2/24/16 4:08	42424.17	11.51	2.720	0.13	0.08
2/25/16 4:05	42425.17	11.50	2.770	0.63	0.21
2/25/16 15:54	42425.66	11.50	2.370	0.01	0
2/26/16 16:39	42426.69	11.50	3.160	0.79	0.32
2/27/16 4:16	42427.18	11.50	2.330	0.11	0.5
2/27/16 16:44	42427.70	11.50	2.480	1.3	0.4
2/28/16 16:14	42428.68	11.50	2.520	1.18	0.25
2/29/16 16:10	42429.67	11.50	2.750	1.27	0.8
3/1/16 3:57	42430.16	11.50	2.940	0.5	0
3/1/16 8:23	42430.35	11.50	2.040	1.23	0.38
3/1/16 15:45	42430.66	11.50	1.650	1.19	0.32
3/2/16 3:57	42431.16	11.50	2.570	2.25	1.24
3/2/16 16:10	42431.67	11.50	1.820	1.25	0.16
3/3/16 4:18	42432.18	11.50	1.680	1.77	0.87
3/3/16 16:00	42432.67	11.50	2.970	1.29	0.16
3/4/16 0:01	42433.00	15.50	2.870	1.09	0.67
3/4/16 1:02	42433.04	11.50	2.590	1.57	0.77
3/4/16 2:03	42433.09	11.50	2.020	1.09	0.11
3/4/16 3:03	42433.13	11.50	2.620	1.31	0.54
3/4/16 3:59	42433.17	11.50	5.990	1.28	0
3/5/16 5:07	42434.21	11.50	2.970	0.61	0.16
3/5/16 7:03	42434.29	11.50	2.630	0.39	0.16
3/5/16 8:00	42434.33	11.50	1.660	0.31	0
3/5/16 9:04	42434.38	11.50	2.480	1.45	0.94
3/5/16 10:02	42434.42	11.50	3.010	1.39	0.92
3/5/16 10:55	42434.45	11.50	2.140	0.38	0.15
3/5/16 12:26	42434.52	11.50	2.640	1.06	0.91
3/5/16 13:10	42434.55	11.50	2.510	1.09	0.83
3/5/16 14:07	42434.59	11.50	2.630	1.03	0.83
3/5/16 15:14	42434.63	11.50	2.730	1.07	0.67
3/5/16 16:14	42434.68	11.50	2.390	1.04	0.05
3/5/16 17:15	42434.72	11.50	2.980	0.99	0.18
3/5/16 18:12	42434.76	11.50	2.440	0.98	0.5
3/5/16 19:13	42434.80	11.50	2.540	0.37	0.19
3/5/16 20:09	42434.84	11.50	1.850	0.96	0.09
3/5/16 21:14	42434.89	11.50	2.490	0.93	0.55
3/5/16 21:54	42434.91	11.50	2.660	0.66	0.5
3/5/16 23:01	42434.96	11.50	2.520	0.3	0.06
3/5/16 23:30	42434.98	11.50	2.400	0.3	0.06
3/6/16 0:27	42435.02	11.50	2.560	1.31	0.95
3/6/16 1:13	42435.05	11.50	3.070	1.24	0.9
3/6/16 2:06	42435.09	11.50	2.740	0.99	0.89
3/6/16 3:12	42435.13	11.50	2.890	1.01	0
3/6/16 3:57	42435.16	11.50	3.320	0.94	0
3/6/16 11:17	42435.47	11.50	1.760	0.26	0
3/6/16 12:10	42435.51	11.50	2.830	1.89	0
3/6/16 13:00	42435.54	11.50	2.810	1.22	0.96
3/6/16 14:02	42435.59	11.50	1.460	1.13	0.85
3/6/16 15:01	42435.63	11.50	2.460	0.59	0.32
3/6/16 16:59	42435.71	11.50	1.460	0.4	0.24
3/6/16 18:04	42435.75	11.50	2.830	0.37	0.09
3/6/16 19:05	42435.80	11.50	2.730	0.19	0
3/6/16 19:59	42435.83	11.50	1.770	0.53	0.01
3/6/16 21:04	42435.88	11.50	1.850	1.11	0.27
3/6/16 21:58	42435.92	11.50	1.700	0.71	0.14
3/6/16 22:57	42435.96	11.50	2.150	0.77	0.26
3/7/16 5:12	42436.22	11.50	2.470	0.83	0.12
3/7/16 6:19	42436.26	11.50	2.070	0.77	0.09
3/7/16 7:07	42436.30	11.50	3.110	0.47	0.82
3/7/16 7:09	42436.30	11.50	3.110	0.47	0.82
3/7/16 8:17	42436.35	11.50	2.940	0.51	0.52
3/7/16 9:33	42436.40	11.50	15.090	1.98	0.47
3/7/16 10:41	42436.45	11.50	15.200	2	0.88
3/7/16 11:35	42436.48	11.50	13.930	2.01	0
3/9/16 1:00	42438.04	12.44	2.460	0.74	0
3/9/16 2:00	42438.08	12.44	2.120	0.79	0
3/9/16 3:08	42438.13	12.44	3.390	0.9	0.57
3/9/16 4:08	42438.17	12.44	2.560	0.97	0.06
3/9/16 4:58	42438.21	12.44	2.460	0.82	0.01
3/9/16 20:07	42438.84	11.50	3.820	1.78	0.9
3/9/16 20:58	42438.87	11.60	2.950	1.67	0.35
3/9/16 21:58	42438.92	12.21	3.420	1.9	1.04
3/9/16 22:56	42438.96	12.21	3.110	1.51	0.15
3/9/16 23:58	42439.00	12.44	2.850	0.51	0.64
3/10/16 0:58	42439.04	12.39	3.090	2.03	1.21
3/10/16 1:59	42439.08	12.39	4.720	2.12	0.55
3/10/16 2:59	42439.12	12.39	3.040	1.63	1.12
3/10/16 3:59	42439.17	12.39	2.870	1.38	0.98
3/10/16 4:58	42439.21	12.39	2.570	1.41	0.11
3/10/16 6:00	42439.25	12.44	2.280	0.92	0.24
3/10/16 6:58	42439.29	12.44	2.480	1.13	0.63
3/10/16 8:03	42439.34	12.44	2.560	1.13	0.7
3/10/16 9:05	42439.38	12.44	2.790	1.03	0.49
3/10/16 10:08	42439.42	12.44	2.870	1.63	0.63
3/10/16 10:56	42439.46	12.44	2.980	1.13	0
3/10/16 23:54	42440.00	12.39	4.160	2.35	1.38
3/11/16 5:57	42440.25	12.39	3.360	1.25	0.46
3/11/16 6:59	42440.29	12.39	3.000	0.98	0.31
3/11/16 7:58	42440.33	12.39	2.670	0.95	0.22
3/11/16 8:57	42440.37	12.39	2.930	0.74	0.11
3/11/16 9:58	42440.42	12.39	3.120	0.33	0.11
3/11/16 10:59	42440.46	12.39	3.100	0.64	0.09
3/11/16 12:04	42440.50	12.44	2.300	0	0.29
3/11/16 12:58	42440.54	12.44	1.710	0.05	0.24
3/11/16 14:14	42440.59	12.44	2.820	0.87	0.68
3/11/16 15:09	42440.63	12.44	1.920	0.02	0.01
3/11/16 16:07	42440.67	12.44	1.950	0.99	0.57
3/11/16 17:16	42440.72	12.44	3.060	0.44	0.63
3/11/16 18:01	42440.75	12.44	2.820	0.57	0.24
3/11/16 19:21	42440.81	12.44	2.740	0.87	0.09
3/11/16 20:05	42440.84	12.44	2.870	0.55	0.13
3/11/16 21:02	42440.88	12.44	2.620	0.36	0.32
3/11/16 22:56	42440.96	12.44	2.720	0.65	0.19
3/11/16 23:02	42440.96	12.44	3.380	0.26	0.12
3/12/16 0:21	42441.02	12.44	2.790	0.59	0.95
3/12/16 1:04	42441.04	12.44	2.710	0.79	0.78
3/12/16 2:07	42441.09	12.44	2.200	0.31	0.12
3/12/16 3:03	42441.13	12.44	2.010	0.45	0
3/12/16 4:05	42441.17	12.44	2.620	0.37	0.01
3/12/16 5:04	42441.21	12.44	2.070	0.4	0.11
3/12/16 11:58	42441.50	12.39	2.780	0.1	0
3/12/16 15:59	42441.67	12.44	3.140	1.03	1.04
3/12/16 16:57	42441.71	12.44	2.460	1.1	1.08
3/12/16 17:58	42441.75	12.44	2.620	1.27	0.33
3/12/16 18:59	42441.79	12.44	2.340	1.2	0.99
3/12/16 19:56	42441.83	12.44	1.790	0.73	0.35
3/12/16 20:57	42441.87	12.44	2.490	0.53	0.41
3/12/16 21:58	42441.92	12.44	2.260	0.36	1.04
3/12/16 22:58	42441.96	12.44	2.640	0.92	0.32
3/13/16 0:56	42442.04	12.44	2.870	1.65	1.2
3/13/16 1:57	42442.08	12.44	2.710	1.39	1.09
3/13/16 2:56	42442.12	12.44	2.050	1	0.78
3/13/16 3:58	42442.17	12.44	2.430	0.37	0.87
3/13/16 6:07	42442.26	12.44	3.440	0.09	0
3/13/16 8:10	42442.34	12.44	2.660	0.02	0
3/13/16 8:12	42442.34	12.44	1.990	0	0.09
3/13/16 9:14	42442.39	12.44	2.370	0.12	0
3/13/16 10:19	42442.43	12.44	2.000	0	0.15
3/13/16 11:05	42442.46	12.44	2.360	0.24	0
3/13/16 17:19	42442.72	12.44	2.590	0.31	0.47
3/13/16 17:21	42442.72	12.44	3.100	0.42	0.92
3/13/16 23:56	42443.00	12.44	2.770	1.71	0.52
3/14/16 3:57	42443.16	12.44	3.140	1.36	0.28
3/14/16 4:58	42443.21	12.44	3.000	1.12	0.16
3/14/16 5:59	42443.25	12.44	2.830	1.26	0
3/14/16 6:57	42443.29	12.44	2.910	1.15	0.97
3/14/16 8:00	42443.33	12.44	3.030	1.42	0.86
3/14/16 8:57	42443.37	12.44	3.210	1.12	1.3
3/14/16 9:58	42443.42	12.44	2.180	1.44	0
3/14/16 10:52	42443.45	12.44	2.110	0.01	0.83
3/14/16 11:59	42443.50	12.44	1.790	0	0.68
3/14/16 12:56	42443.54	12.44	2.070	0.12	0
3/14/16 14:09	42443.59	12.44	2.760	0.97	0.87
3/14/16 15:06	42443.63	12.44	2.600	0.24	0.11
3/14/16 15:57	42443.67	12.44	2.670	0.23	0.21
3/14/16 16:58	42443.71	12.44	2.400	0.38	0.05
3/14/16 17:58	42443.75	12.44	2.770	0.24	0.32
3/14/16 19:00	42443.79	12.44	2.410	0.79	0.38
3/14/16 20:02	42443.84	12.44	2.510	0.35	0.63
3/14/16 20:54	42443.87	12.44	2.660	1.07	0.23
3/14/16 21:56	42443.91	12.44	2.620	0.78	0
3/15/16 1:51	42444.08	12.44	1.830	0.49	0.47
3/15/16 2:52	42444.12	12.44	2.860	0.4	0.63
3/15/16 3:57	42444.16	12.44	2.740	1.08	0.75
3/15/16 11:05	42444.46	12.44	1.770	0.99	0.29
3/15/16 12:04	42444.50	12.44	2.660	1.3	0
3/15/16 13:01	42444.54	12.44	1.550	1.24	0.83
3/15/16 14:01	42444.58	12.44	1.650	1.31	0.05
3/15/16 15:01	42444.63	12.44	2.740	0.42	0.99
3/15/16 16:01	42444.67	12.44	2.490	1.23	0.68
3/15/16 17:03	42444.71	12.44	2.810	1.09	0.86
3/15/16 18:04	42444.75	12.44	2.780	1.08	0.82
3/15/16 18:49	42444.78	12.44	3.160	0.51	0.86
3/15/16 19:06	42444.80	12.44	2.320	1.68	0.64
3/15/16 19:59	42444.83	12.44	2.390	1.63	0.53
3/15/16 20:59	42444.87	12.44	2.430	1.68	0.97
3/15/16 21:57	42444.91	12.44	2.600	1.19	0.82
3/15/16 22:51	42444.95	12.44	3.310	1.11	0.03
3/15/16 23:54	42445.00	12.44	2.850	0.51	0.01
3/16/16 0:05	42445.00	12.44	2.500	1.21	1.21
3/16/16 1:00	42445.04	12.44	2.620	0.68	0.35
3/16/16 1:59	42445.08	12.44	2.780	0.7	0.5
3/16/16 3:06	42445.13	12.44	2.560	1.48	1.05
3/16/16 4:25	42445.18	12.44	2.870	0.95	0.69
3/16/16 5:21	42445.22	12.44	2.740	0.7	0.31
3/16/16 5:59	42445.25	12.44	1.560	0.6	0.66
3/16/16 7:02	42445.29	12.44	2.000	1.13	0.8
3/16/16 7:56	42445.33	12.44	2.300	0.83	0.72
3/16/16 8:59	42445.37	12.44	1.120	0.11	0.6
3/16/16 10:00	42445.42	12.44	2.000	0	0
3/16/16 23:02	42445.96	12.44	2.070	1.17	1.13
3/17/16 4:00	42446.17	12.44	2.580	1.23	1.07
3/17/16 4:58	42446.21	12.44	2.540	1.31	0.71
3/17/16 6:07	42446.26	12.44	1.860	1.32	0.32
3/17/16 7:00	42446.29	12.44	0.960	0.16	0
3/17/16 7:58	42446.33	12.44	1.760	0.78	0.01
3/17/16 9:04	42446.38	12.44	2.400	1.22	0.99
3/17/16 9:57	42446.41	12.44	2.170	0.42	0.47
3/17/16 10:57	42446.46	12.44	2.480	0.32	0.05
3/17/16 12:00	42446.50	12.44	2.710	0.24	0.01
3/17/16 12:54	42446.54	12.44	2.700	0.77	0.91
3/17/16 13:57	42446.58	12.44	2.630	0.79	0.6
3/17/16 15:00	42446.63	12.44	3.000	0.67	0.14
3/17/16 16:06	42446.67	12.44	2.610	0.8	0.24
3/17/16 16:59	42446.71	12.44	2.690	0.98	0.2
3/17/16 17:59	42446.75	12.44	1.700	0.44	0.13
3/17/16 18:59	42446.79	12.44	2.500	1.24	0.33
3/17/16 20:00	42446.83	12.44	2.380	0.99	0.21
3/17/16 20:57	42446.87	12.44	2.540	0.74	0.31
3/17/16 22:01	42446.92	12.44	2.000	0.43	0.02
3/18/16 0:00	42447.00	12.44	3.400	1.25	0.4
3/18/16 0:07	42447.01	746.00	3.400	1.25	0.4
3/18/16 1:00	42447.04	12.44	2.650	0.91	0.79
3/18/16 2:37	42447.11	12.44	2.590	0.99	0.08
3/18/16 2:59	42447.12	12.44	2.440	0.49	0.99
3/18/16 3:59	42447.17	12.44	2.770	0.56	0.76
3/18/16 11:03	42447.46	12.44	2.430	1.82	1.24
3/18/16 11:58	42447.50	12.44	2.550	1.82	0
3/18/16 13:04	42447.54	12.44	1.860	1.06	0.57
3/18/16 14:06	42447.59	12.44	2.940	1.65	0.7
3/18/16 15:02	42447.63	12.44	2.420	1.27	0.93
3/18/16 15:57	42447.67	12.44	2.310	1.77	0.97
3/18/16 16:57	42447.71	12.44	2.970	1.69	1.27
3/18/16 17:57	42447.75	12.44	2.840	1.7	1.36
3/18/16 18:58	42447.79	12.44	2.180	1.78	0.95
3/18/16 19:59	42447.83	12.44	3.700	1.4	0.96
3/18/16 20:58	42447.87	12.44	3.150	1.48	1.26
3/18/16 21:56	42447.91	12.44	2.430	1.26	0.85
3/18/16 22:58	42447.96	12.44	2.040	1.12	0.53
3/18/16 23:28	42447.98	746.00	2.040	1.12	0.53
3/19/16 0:58	42448.04	12.44	3.090	2.03	1.18
3/19/16 1:59	42448.08	12.44	2.610	1.94	1.26
3/19/16 2:57	42448.12	12.44	1.920	0.99	1.17
3/19/16 3:56	42448.16	12.44	2.890	1.38	0.49
3/19/16 4:58	42448.21	12.44	2.500	0.63	0.03
3/19/16 6:00	42448.25	12.44	2.430	0.9	0.01
3/19/16 6:55	42448.29	12.44	2.550	0.66	0.04
3/19/16 7:58	42448.33	12.44	1.420	0.82	0.45
3/19/16 9:00	42448.38	12.44	2.070	0.6	0.5
3/19/16 10:01	42448.42	12.44	2.650	0.28	0
3/19/16 14:06	42448.59	12.43	2.000	1.59	0.58
3/19/16 22:57	42448.96	12.44	2.740	1.38	1.11
3/19/16 23:58	42449.00	12.44	2.650	1.26	0.94
3/20/16 4:58	42449.21	12.44	3.050	1.42	0.99
3/20/16 5:59	42449.25	12.44	2.790	1.12	0.97
3/20/16 6:58	42449.29	12.44	2.940	1.98	1.17
3/20/16 7:59	42449.33	12.44	2.650	2	1.22
3/20/16 8:57	42449.37	12.44	2.520	1.58	1.12
3/20/16 9:52	42449.41	12.44	2.880	1.44	1.09
3/20/16 10:55	42449.46	12.44	2.670	0.99	0.9
3/20/16 11:59	42449.50	12.44	2.770	1	0.88
3/20/16 12:58	42449.54	12.44	2.750	0.8	0.57
3/20/16 13:58	42449.58	12.44	2.660	0.77	0.44
3/20/16 15:01	42449.63	12.44	2.690	0.88	0.38
3/20/16 15:59	42449.67	12.44	2.700	0.79	0.58
3/20/16 17:00	42449.71	12.44	2.680	1.52	0.99
3/20/16 17:59	42449.75	12.44	2.600	1.29	0.61
3/20/16 18:59	42449.79	12.44	2.450	0.89	0.87
3/20/16 20:57	42449.87	12.44	2.450	0.55	0.05
3/20/16 20:58	42449.87	12.44	2.990	0.73	0.12
3/20/16 21:56	42449.91	12.44	2.560	0.74	0.45
3/21/16 0:58	42450.04	12.44	2.620	0.79	0.77
3/21/16 1:59	42450.08	12.44	2.920	1	0.88
3/21/16 2:56	42450.12	12.44	2.350	0.86	0.69
3/21/16 11:01	42450.46	12.44	2.600	1.33	0.38
3/21/16 12:02	42450.50	12.44	2.590	1.54	0.49
3/21/16 13:01	42450.54	12.44	2.650	2.11	1.4
3/21/16 14:05	42450.59	12.44	2.440	2.02	1.32
3/21/16 15:01	42450.63	12.44	3.670	1.86	0.15
3/21/16 16:02	42450.67	12.44	2.410	1.38	1.42
3/21/16 17:00	42450.71	12.44	2.680	2.07	0.82
3/21/16 18:00	42450.75	12.44	2.910	0.87	0
3/21/16 19:02	42450.79	12.44	1.830	1.02	0.41
3/21/16 20:00	42450.83	12.44	2.440	1.94	1.47
3/21/16 21:01	42450.88	12.44	2.020	0.93	0.91
3/21/16 21:56	42450.91	12.44	1.890	1.76	0.84
3/21/16 22:59	42450.96	12.44	2.980	1.13	0.97
3/21/16 23:57	42451.00	12.44	2.540	1.06	0.83
3/22/16 0:08	42451.01	12.44	2.670	2.01	1.28
3/22/16 1:03	42451.04	12.44	2.520	2.06	0.02
3/22/16 1:59	42451.08	12.44	2.740	1.96	0.67
3/22/16 2:59	42451.12	12.44	2.530	1.92	0.75
3/22/16 3:57	42451.16	12.44	2.810	2.43	1.31
3/22/16 4:01	42451.17	12.44	2.320	1.01	0.6
3/22/16 4:58	42451.21	12.44	2.580	2.11	1.31
3/22/16 4:58	42451.21	12.44	3.100	0.95	0.54
3/22/16 5:59	42451.25	12.44	2.790	1.86	1.28
3/22/16 6:00	42451.25	12.44	3.100	1.48	0.88
3/22/16 6:56	42451.29	12.44	2.420	1.37	1.05
3/22/16 6:58	42451.29	12.44	2.650	1.06	0.95
3/22/16 8:00	42451.33	12.44	2.990	1.12	0.75
3/22/16 8:10	42451.34	12.44	2.640	1.11	1.02
3/22/16 8:57	42451.37	12.44	2.670	1.78	0.48
3/22/16 8:57	42451.37	12.44	2.610	1.72	1.25
3/22/16 9:56	42451.41	12.44	1.680	0.39	0.19
3/22/16 10:02	42451.42	12.44	2.400	1	0.61
3/22/16 10:57	42451.46	12.44	2.250	1.21	0.47
3/22/16 12:00	42451.50	12.44	2.470	1	0.28
3/22/16 12:57	42451.54	12.44	2.610	0.97	0.11
3/22/16 13:57	42451.58	12.44	2.380	1.17	0.46
3/22/16 14:58	42451.62	12.44	2.700	1.29	0.42
3/22/16 16:01	42451.67	12.44	2.310	1.2	0.55
3/22/16 16:59	42451.71	12.44	2.980	1.13	0.38
3/22/16 17:58	42451.75	12.44	1.810	1.29	0.47
3/22/16 18:59	42451.79	12.44	2.220	1.08	0.5
3/22/16 19:58	42451.83	12.44	2.320	0.94	0.4
3/22/16 20:58	42451.87	12.44	2.100	1.05	0.5
3/22/16 21:59	42451.92	12.44	2.230	1.13	0.46
3/22/16 23:02	42451.96	12.44	2.860	2.72	1.86
3/24/16 1:00	42453.04	12.44	2.800	0.89	0.32
3/24/16 1:56	42453.08	12.44	2.950	0.93	0.68
3/24/16 2:58	42453.12	12.44	2.510	0.28	0.27
3/24/16 11:01	42453.46	12.44	2.580	2.23	1.15
3/24/16 12:00	42453.50	12.44	2.380	1.55	0.22
3/24/16 13:05	42453.55	12.44	2.070	1.83	1.26
3/24/16 13:57	42453.58	12.44	2.050	1.94	0.71
3/24/16 14:59	42453.62	12.44	2.160	2.16	0.84
3/24/16 15:58	42453.67	12.44	2.620	0.46	0.23
3/24/16 15:59	42453.67	12.44	1.610	1.37	0.67
3/24/16 16:59	42453.71	12.44	1.210	2.14	1.13
3/24/16 17:57	42453.75	12.44	1.770	1.84	1.3
3/24/16 18:59	42453.79	12.44	2.510	1.36	1.11
3/24/16 19:58	42453.83	12.44	2.680	1.28	0.96
3/24/16 20:58	42453.87	12.44	3.320	1.76	1.27
3/24/16 21:56	42453.91	12.44	2.710	1.82	1.36
3/24/16 22:57	42453.96	12.44	2.720	0.73	0.47
3/24/16 23:59	42454.00	12.44	2.500	0.77	0.52
3/25/16 0:04	42454.00	12.44	2.180	1.84	1.4
