time old	time	flow (L/s)	raw (NTU)	sed (NTU)	filter 1 (NTU)	filter 2 (NTU)	filter (NTU)	coag (mg/L)	Cl (mg/L)	Temperature
3/30/2016 11:00	42459.46	19	1.89	0.62	0	0.04	0.02	8.1	1.15	20
3/30/2016 18:20	42459.76	17	1.97	0.29	0	0	0	9.79	1.08	20
3/31/2016 0:15	42460.01	15	1.89	0.25	0.05	0.08	0.065	7.36	1	20
3/31/2016 12:00	42460.50	16	2.03	0.9	0.1	0.2	0.15	8.31	1	20
3/31/2016 18:50	42460.78	16	2.22	0.39	0	0	0	9.25	0.33	21
4/1/2016 5:00	42461.21	15	2.14	0.6	0.1	0.05	0.075	7.21	1.01	20
4/1/2016 13:39	42461.57	16	1.9	0.43	0.05	0.08	0.065	7.87	0.98	21
4/1/2016 18:30	42461.77	16	2.01	0.33	0	0	0	8.38	1.1	21
4/2/2016 11:50	42462.49	15	2.87	1	0.6	0.51	0.555	5.28	0.98	21
4/2/2016 18:45	42462.78	15	2.5	0.51	0	0	0	5.22	1.1	21
4/3/2016 13:30	42463.56	15	1.89	0.65	0.12	0.09	0.105	5.86	1.01	21
4/3/2016 18:00	42463.75	14	2.25	1.85	1	0.9	0.95	5.87	1.05	21
4/4/2016 5:10	42464.22	15	2.12	0.32	0	0	0	6.34	1	20
4/4/2016 13:17	42464.55	16	2.05	0.65	0.09	0.11	0.1	8.96	1	20
4/4/2016 23:45	42464.99	16.5	1	0.66	0	0	0	8.18	1.1	20
4/5/2016 17:50	42465.74	16	2.57	1.19	0.66	0.31	0.485	10.84	0	21
4/6/2016 6:00	42466.25	16	2.22	0.59	0	0	0	10.72	1.15	20
4/6/2016 23:00	42466.96	17	1.9	0.55	0	0	0	7.84	1	20
4/7/2016 11:30	42467.48	18	2.05	0.55	0.01	0.02	0.015	6.91	0.71	20
4/7/2016 18:45	42467.78	17	2	0.9	0.33	0.41	0.37	7.34	0.92	20
4/7/2016 23:45	42467.99	17	2.22	0.87	0.19	0.22	0.205	7.94	1.1	20
4/8/2016 12:00	42468.50	17	2.09	0.59	0	0	0	9.18	1	20
4/8/2016 12:00	42468.50	16	2.1	0.68	0	0	0	16.63	1.01	20
4/8/2016 18:40	42468.78	16	2.37	0.9	0.05	0.09	0.07	12.06		20
4/9/2016 23:00	42469.96	14	2.1	0.65	0	0	0	9.19	1.05	20
4/9/2016 23:40	42469.99	13	2.08	0.56	0	0	0	10.01	1	20
4/10/2016 5:50	42470.24	13	2.05	0.46	0.05	0.1	0.075	10.76	1.01	19
4/10/2016 18:37	42470.78	14	2.36	0.5	0	0	0	10.57	1.13	20
4/10/2016 23:50	42470.99	13	2.1	0.25	0	0	0	6.07	1.03	20
4/11/2016 11:24	42471.48	17	42.29	0.29	0	0	0	9.78	1.15	20
4/11/2016 17:35	42471.73	16	2.88	0.8	0.2	0.25	0.225	8.09	0.99	20
4/12/2016 5:10	42472.22	15	2.41	0.52	0	0	0	6.01	1	20
4/12/2016 13:00	42472.54	14	2.4	0.51	0	0	0	7	1.1	20
4/13/2016 13:05	42473.55	14	2.24	0.57	0	0	0	7.24	1	20
4/13/2016 17:35	42473.73	15.5	2.42	0.45	0	0	0	8.36	1	21
4/13/2016 23:50	42473.99	15	2.72	0.36	0	0	0	8.18	1	21
4/15/2016 13:00	42475.54	8	2.32	0.3	0	0	0	5.24	1.24	21
4/16/2016 5:20	42476.22	7	2.01	0.25	0	0	0	6.98	0.9	20
4/16/2016 11:00	42476.46	8	2.34	0.34	0	0.11	0.055	5.22	1	
4/17/2016 23:00	42477.96	16	2.22	0.31	0	0	0	7.26	1	20
4/18/2016 12:37	42478.53	16	2.94	0.37	0	0	0	7.96		21
4/18/2016 18:17	42478.76	15.5	2.77	0.5	0.04	0	0.02	8.24	0	21
4/19/2016 11:35	42479.48	15	1.98	0.4	0.05	0.06	0.055	7.96	0.89	21
4/20/2016 1:40	42480.07	15	2.54	1	0.32	0.44	0.38	7.94	0.9	21
4/20/2016 12:20	42480.51	15	2.67	1.05	0.25	0.3	0.275	9.54	0.7	22
4/20/2016 17:40	42480.74	15	2.32	1.11	0.54	0.38	0.46	8.59		22
4/21/2016 1:00	42481.04	15	2.34	0.81	0.2	0.24	0.22	8.71	1.05	21
4/21/2016 11:30	42481.48	15.5	2.19	0.54	0.05	0.02	0.035	6.44	0.89	21
4/22/2016 5:00	42482.21	15	2.24	0.51	0	0	0	9.19	1	
4/22/2016 12:00	42482.50	17	6.35	0.6	0	0	0	8.96	0.91	21
4/22/2016 23:52	42482.99	13	2.34	0.54	0.02	0.1	0.06	8	0.94	22
4/23/2016 5:10	42483.22	12	2.52	0.3	0	0	0	8.32		21
4/23/2016 11:48	42483.49	13	2.22	0.44	0	0	0	9.19	1	22
4/24/2016 7:22	42484.31	13	2.54	0.32	0	0	0	7.11	0.84	22
4/24/2016 18:00	42484.75	11	4.3	0.79	0.1	0.21	0.155	7.04	0.5	22
4/25/2016 5:00	42485.21	12	2.76	0.25	0	0	0	8.23	0.81	21
4/25/2016 13:10	42485.55	13	2.54	0.57	0.17	0.11	0.14	7.87	0.99	22
4/25/2016 18:00	42485.75	10	2.65	0.5	0	0	0	8.14	1.05	22
4/26/2016 5:20	42486.22	11	2.23	0.42	0.09	0	0.045	6.98	0.96	21
4/26/2016 13:45	42486.57	15	2.34	0.53	0.22	0.1	0.16	8.1	1	22
4/26/2016 18:00	42486.75	14	2.54	0.25	0	0	0	7.92	0.89	22
4/26/2016 23:35	42486.98	19	21.01	1.05	0.38	0.26	0.32	13.01	0.81	22
4/27/2016 12:00	42487.50	19	3.92	1.1	0.32	0.52	0.42	10.94	1	20
4/27/2016 17:18	42487.72	17.5	2.54	0.25	0	0	0	10.88	0.93	22
4/28/2016 6:50	42488.28	8	3	0.5	0.33	0.1	0.215	8.38	1	21
4/28/2016 13:00	42488.54	15	2.9	0.66	0.17	0.22	0.195	6.89	1.05	21
4/28/2016 18:22	42488.77	17	2.33	0.9	0.28	0.36	0.32	6.47	0.82	22
4/29/2016 0:15	42489.01	15	2.18	0.56	0	0	0	6.91	0.9	21
4/29/2016 12:35	42489.52	14.5	2.66	0.59	0.05	0.09	0.07	10.3	1.05	24
4/29/2016 17:00	42489.71	15	2.71	0.51	0.02	0.09	0.055	8.63	1	22
4/30/2016 6:00	42490.25	17	2.22	0.3	0	0	0	8.22	1.03	21
4/30/2016 11:30	42490.48	17.8	2.48	0.98	0.01	0.03	0.02	7.81	0.9	22
5/1/2016 1:35	42491.07	15	2.39	0.47	0	0	0	7.34	1	22
5/1/2016 13:05	42491.55	14.7	2.11	1.76		0.3	0.3	9.69		22
5/1/2016 23:00	42491.96	13	2.22	0.9	0.33	0.27	0.3	8.78	1	22
5/2/2016 5:00	42492.21	14	2.1	0.82	0.31	0.22	0.265	8.34	1	22
5/2/2016 11:30	42492.48	13.2	2.76	0.3	0	0	0	7.83	0.88	23
5/2/2016 17:40	42492.74	13	2.1	0.57	0	0	0	7.34	0.91	22
5/3/2016 5:00	42493.21	15	2.08	0.5	0	0	0	8.34		22
5/3/2016 12:30	42493.52	15.5	2.89	1.19	0.35	0.4	0.375	7.16	0.85	23
5/5/2016 0:00	42495.00	14	2.6	0.52	0	0	0	11.24	0.9	21
5/5/2016 13:15	42495.55	13.3	3.64	0.96	0.25	0.19	0.22	9.01	0.98	22
5/5/2016 18:20	42495.76	17	1.82	0.89	0.32	0.46	0.39	9.79		18
5/6/2016 11:00	42496.46	13.5	2.22	0.55	0	0.03	0.015	10.87	0.9	21
5/7/2016 5:10	42497.22	12	2.61	0.2	0	0	0	7.01	0.98	21
5/7/2016 12:00	42497.50	115	3.12	0.44	0.09	0.11	0.1	7.24	1.05	22
5/7/2016 18:40	42497.78	14	2.56	1.2	0.36	0.42	0.39	5.81	1.05	22
5/11/2016 18:15	42501.76	7	2.22	0.49		0	0	12.68	0.94	23
5/12/2016 11:30	42502.48	7	2.34	0.66		0.09	0.09	9.34	0.99	21
5/13/2016 5:00	42503.21	7	2.02	0.76		0.1	0.1	9.76	0.8	21
5/13/2016 12:50	42503.53	9.5	2.31	1.1	0.39	0.8	0.595	7.04	0.9	23
5/13/2016 18:40	42503.78	7.5	2.54	0.44	0.09		0.09	5.92	1	23
5/13/2016 23:00	42503.96	7	2.34	0.72	0.17		0.17	5.92	1.05	22
5/14/2016 18:22	42504.77	16	3.12	0.45	0	0	0	7.54	0.99	22
5/15/2016 12:50	42505.53	12.5	2.05	1.09	0.2	0.39	0.295	8.63	1.18	23
5/16/2016 6:50	42506.28	11.5	2.08	0.92	0.21	0.18	0.195	12.86	1.14	22
5/16/2016 18:00	42506.75	9	3.33	0.77	0.17	0.22	0.195	10.48	0.77	23
5/17/2016 13:10	42507.55	9.8	2.04	1.14	0.05	0.3	0.175	8.76	1	23
5/17/2016 18:30	42507.77	17	2.31	0.59	0.18	0.15	0.165	6.52	1.08	20
5/17/2016 18:45	42507.78	10	2.05	0.8	0.04	0.12	0.08	10.24	0.99	23
5/17/2016 23:00	42507.96	10	58.42	0.37	0.02	0.02	0.02	11.22	0.92	22
5/18/2016 12:10	42508.51	19	2.1	0.36	0	0	0	6.81	1	20
5/18/2016 23:00	42508.96	5	5.24	1	0.33		0.33	9.78		
5/19/2016 11:50	42509.49	14	6.97	3.85	0.57	0.6	0.585	14	1.05	22
5/19/2016 18:22	42509.77	14	6.88	1.52	0.87	0.55	0.71	14.24	1	23
5/20/2016 5:40	42510.24	10	3.76	0.95	0.25	0.3	0.275	11.12	0.9	23
5/20/2016 12:30	42510.52	7	3.21	0.87	0.22	0.28	0.25	12.87	0.84	23
5/20/2016 18:00	42510.75	7	3.05	0.66	0.05	0.03	0.04	20.08	1.32	23
5/21/2016 0:00	42511.00	6.5	2.01	0.31	0.07	0.16	0.115	7.03	0.9	23
5/21/2016 12:30	42511.52	6	3.01	0.35	0	0	0	12.19	1	23
5/21/2016 13:00	42511.54	7	2.81	0.4	0.09	0.03	0.06	9.7	0.9	22
5/22/2016 11:00	42512.46	10	3.33	0.77	0.02	0.1	0.06	10.84	1.05	22
5/22/2016 18:30	42512.77	10	3.09	0.13	0	0	0	6.16	0.35	23
5/23/2016 11:50	42513.49	9	2.03	0.2	0	0	0	7.34	0.99	23
5/24/2016 12:00	42514.50	10	2.08	0.64	0.1		0.1	7.87	1	23
5/25/2016 6:00	42515.25	10	2.58	0.65	0.44		0.44	7.87	1	
5/25/2016 13:00	42515.54	15	2.24	1.17	0.75		0.75	10.84	1.1	23
5/26/2016 13:00	42516.54	6	2.34	0.32	0.02		0.02	7.32	0.99	23
5/26/2016 17:50	42516.74	9	2.19	0.08	0.13		0.13		1.1	
5/26/2016 18:15	42516.76	3.3	2.43	0.3	0	0	0			
5/27/2016 11:00	42517.46	3	2.34	0.32	0.04	0.02	0.03			
5/27/2016 17:00	42517.71	3	2.24	0.2	0.1	0.22	0.16			
5/28/2016 12:30	42518.52	3.4	2.36	0.5	0.13		0.13			
5/29/2016 12:50	42519.53	3.5	2.36	0.2	0		0			
5/29/2016 18:00	42519.75	3	2.22	0.3	0.02		0.02			
5/30/2016 5:00	42520.21	6	2.32	0.7	0.02	0	0.01			
5/30/2016 13:00	42520.54	3.5	2.46	0.6	0.05		0.05			
5/31/2016 5:00	42521.21	3	2.08	0.3	0	0	0	11.74	0.69	2
5/31/2016 18:22	42521.77	8	3.33	0.3	0	0	0	9.18	1	23
6/1/2016 13:28	42522.56	5	3.26	0.81	0.02	0.05	0.035	8.39	0.8	23
6/2/2016 0:00	42523.00	18	41.87	1.1	0.34	0.56	0.45	15.34	1.11	21
6/2/2016 6:00	42523.25	14	38.14	5.86	2.08	2.17	2.125	19.34	1	2
6/3/2016 13:10	42524.55	15	13.23	3.83	1.75	1.22	1.485	17.44	1.2	20
6/3/2016 18:00	42524.75	17	13.16	2.91		1.03	1.03	18.76	0.9	20
6/4/2016 12:05	42525.50	17	15.24	1.34	0.33	0.44	0.385	17.24	1.1	19
6/5/2016 0:10	42526.01	16	11.36	1.21	0.96	0.81	0.885	10.76	1	20
6/5/2016 11:30	42526.48	14	1.83	1.32	0.7	0.61	0.655	11.34	1.15	21
6/6/2016 0:25	42527.02	12	4.36	0.82	0.06	0.09	0.075	9.36	0.71	21
6/6/2016 11:45	42527.49	14	5.94	0.87	0.02	0.1	0.06	9.12	1.18	21
6/6/2016 12:00	42527.50	10	5.26	0.36	0	0	0	8.96	1.01	20
6/6/2016 17:58	42527.75	10.5	5.99	0.79	0.08	0.03	0.055	10.48	1.15	21
6/7/2016 11:30	42528.48	13	15.91	0.75	0	0.04	0.02	8.18	1.17	21
6/7/2016 18:35	42528.77	17	61.48	0.81	0.09	0.06	0.075	14.08	1.1	20
6/8/2016 5:20	42529.22	15	8.68	1.96	0.88	0.63	0.755	18.24	0.99	20
6/8/2016 11:00	42529.46	14	2.17	0.5	0	0	0	5.33	1	21
6/8/2016 11:40	42529.49	15	6.08	1.15	0.75	0.57	0.66	12.34	1.1	20
6/8/2016 17:50	42529.74	10	2.63	0.36	0	0	0	6.7	1	22
6/9/2016 6:44	42530.28	19	15.87	1.99	1	0.99	0.995	17.24	0.99	20
6/9/2016 11:20	42530.47	10	2.3	0.5	 	0	0	7.17	1	21
6/9/2016 11:22	42530.47	15	13.1	1.9	0.9	0.77	0.835	15.12	1.19	20
6/9/2016 18:10	42530.76	10	2.15	0.62	0	0.05	0.025	7.3	1	22
6/10/2016 6:40	42531.28	19	7.36	0.21	0	0	0	14.22	0.99	20
6/10/2016 12:00	42531.50	7	2.54	0.9	0.17	0.22	0.195	7.24	10.9	
6/10/2016 18:00	42531.75	15	6.47	1.3	0.55	0.67	0.61	17.24	1.11	20
6/11/2016 18:30	42532.77	15	5.22	0.97	0.1	0.22	0.16	1.24	0.86	21
6/12/2016 17:40	42533.74	13	3.22	2	1.1	1.22	1.16	10.84		21
6/13/2016 6:00	42534.25	14	2.18	0.33	0	0	0	6.33	0.99	18
6/13/2016 11:40	42534.49	16	4.96	0.38	0	0	0	10.69	1	20
6/13/2016 18:00	42534.75	14	5.17	0.99	0.1	0.22	0.16	11.27	0.9	20
6/14/2016 12:51	42535.54	13	4.76	0.8	0.18	0.2	0.19	8.01	1	20
6/15/2016 5:10	42536.22	15	26.72	1.31	0.57	0.24	0.405	19.89	1.1	19
6/15/2016 17:30	42536.73	14	11.94	2.92	0.99	0.73	0.86	17.24	0.34	20
6/16/2016 5:22	42537.22	15	17.12	2.66	1	0.9	0.95	17.34	1.1	19
6/16/2016 12:00	42537.50	13	11.01	1.91	0.09		0.09	10.05	0.81	19
6/16/2016 18:30	42537.77	13.5	15.29	1.89	0.75		0.75	13.29	1.2	19
6/17/2016 5:30	42538.23	14	9.19	2.53	1		1	15.87	1.09	19
6/17/2016 12:00	42538.50	13.3	8.3	1	0.3		0.3	19.24	1	19
6/17/2016 17:50	42538.74	14	8.4	1	0.15		0.15	12.38	1	19
6/18/2016 5:13	42539.22	18	8.7	0.82	0.06		0.06	10.05	1.05	19
6/18/2016 11:30	42539.48	15	7.87	2.09	0.9		0.9	12.24	1.15	19
6/18/2016 18:00	42539.75	15	8.01	1.93	0.86		0.86	10.96	1.36	19
6/19/2016 0:10	42540.01	14	10.21	0.9	0.13	0.18	0.155	9.61	1	19
6/19/2016 11:10	42540.47	15	7.08	1.36	0.55	0.3	0.425	11.24	1.1	19
6/19/2016 17:00	42540.71	15	6.28	2.03	1.05	1.26	1.155	12.1	0.51	19
6/20/2016 6:00	42541.25	20	8.14	1.61	0.49	0.51	0.5	9.56	0.98	19
6/20/2016 12:00	42541.50	18	6.12	0.8	0.11	0.09	0.1	9.22	1.17	20
6/20/2016 18:25	42541.77	17	5.74	1.25	0.72	0.53	0.625	8.7	0.85	20
6/21/2016 11:30	42542.48	16	5.9	1.2	0.39	0.51	0.45	9.38	1.15	20
6/21/2016 18:15	42542.76	16	5.96	0.4	0	0	0	10.81	1	19
6/21/2016 23:20	42542.97	16	7.36	0.51	0.01	0.03	0.02	11.21	1.05	19
6/22/2016 11:40	42543.49	16.5	4.33	0.8	0.1	0	0.05	9.34	1.14	19
6/22/2016 18:55	42543.79	15	23.18	1.05	0.23	0.31	0.27	13.99	1	20
6/23/2016 6:20	42544.26	10	6.3	0.18	0	0	0	9.43	1.01	19
6/23/2016 18:20	42544.76	11	4.98	0.19	0	0	0	17.36	1.05	19
6/23/2016 23:40	42544.99	14	4.53	0.99	0.17	0.21	0.19	9.31	1.1	19
6/24/2016 12:50	42545.53	16	3.84	0.43	0	0	0	11.01	1	20
6/24/2016 18:30	42545.77	15	3.51	0.71	0	0.02	0.01	9.87	1.09	19
6/25/2016 11:40	42546.49	17	3.96	0.98	0.15	0.12	0.135	9.01	0.91	20
6/25/2016 18:00	42546.75	15	3.57	0.6	0.02	0	0.01	9.87	0.62	20
6/26/2016 5:00	42547.21	15	3.44	0.71	0.1	0.09	0.095	10.94		19
6/26/2016 23:00	42547.96	15	3.91	0.38	0	0	0	9.3	0.9	19
6/27/2016 12:00	42548.50	17.5	2.81	0.35	0	0	0	9.83	1.05	20
6/27/2016 17:00	42548.71	14	2.99	0.3	0.02	0	0.01	9.64	1	20
6/27/2016 23:00	42548.96	14	3.33	0.77	0.1	0.2	0.15	8.54	1.09	20
6/28/2016 11:50	42549.49	14	3.1	0.85	0.36	0.35	0.355	8.63	0.85	19
6/28/2016 23:00	42549.96	14	3.19	0.43	0.02	0	0.01	10.24	1.1	20
6/29/2016 11:50	42550.49	15.5	3.63	0.41	0.01	0.05	0.03	11.93	0.7	19
6/29/2016 18:00	42550.75	14	3.22	0.55	0	0	0	11.24	0.54	20
6/30/2016 11:30	42551.48	16.5	2.93	0.51		0	0	9.81	0.98	19
6/30/2016 18:10	42551.76	15	3	0.35	0	0.02	0.01	10.34	1	20
6/30/2016 23:45	42551.99	15	3.14	0.53	0	0	0	10.84	1	20
7/1/2016 18:10	42552.76	15	2.83	0.61	0	0	0	10.38	1.05	20
7/1/2016 23:25	42552.98	16	38.7	0.96	0.1	0.16	0.13	13.01	1	19
7/2/2016 18:25	42553.77	15	4.79	0.18	0	0	0	18.96	0.15	20
7/3/2016 5:00	42554.21	16	3.21	0.61	0.09	0.13	0.11	10.26	0.86	19
7/3/2016 12:00	42554.50	15	3.17	0.79	0.17	0.21	0.19	10.94	1.1	20
7/3/2016 18:00	42554.75	17	3.38	0.31	0	0	0	12.01	1	20
7/3/2016 23:25	42554.98	17	3.91	0.28	0	0.01	0.005	9.36	0.89	20
7/4/2016 5:20	42555.22	18	3.21	0.53	0.1	0.12	0.11	10.16	1	
7/4/2016 17:00	42555.71	17	3.26	0.89	0.25	0.41	0.33	11.96	1	20
7/5/2016 6:00	42556.25	15	3.29	0.31	0	0	0	10.13	0.98	19
7/5/2016 12:00	42556.50	16.5	3.12	1	0.22	0.24	0.23	9.87	1.15	20
7/5/2016 17:55	42556.75	16	3.26	0.89	0.21	0.26	0.235	9.01	1	20
7/6/2016 6:00	42557.25	16	2.69	0.55	0	0	0	8.55	0.91	19
7/6/2016 12:00	42557.50	16	2.53	1	0.41	0.29	0.35	9.31	1.05	19
7/6/2016 18:00	42557.75	20	6.94	0.7	0.05	0.09	0.07	13.87	0.69	20
7/6/2016 23:00	42557.96	10.5	12.36	0.44	0.03	0.01	0.02	13.96	0.9	20
7/7/2016 12:00	42558.50	15	6.33	0.57	0.17	0.1	0.135	12.24	1.15	20
7/7/2016 23:10	42558.97	18	3.28	0.58	0.12	0.11	0.115	7.01	1	20
7/8/2016 12:30	42559.52	17.5	3.15	1.64	0.5	0.63	0.565	7.61	1	19
7/8/2016 17:40	42559.74	15	3.23	0.49	0.1	0.04	0.07	10.24	1.1	20
7/9/2016 6:22	42560.27	16	3.4	0.92	0.1	0.24	0.17	10.84	1.05	19
7/9/2016 12:10	42560.51	15	3.96	0.89	0	0	0	9.86	1	19
7/10/2016 5:00	42561.21	15	3.09	0.66	0	0.1	0.05	11.34		19
7/11/2016 12:20	42562.51	15	2.91	0.33	0	0	0	11.3	0.82	20
7/11/2016 18:50	42562.78	14	2.72	0.19	0	0	0	11.24	0.72	20
7/12/2016 12:20	42563.51	15	2.68	0.36	0	0.08	0.04	8.91	1	20
7/12/2016 17:40	42563.74	14	3.54	0.9	0.17	0.24	0.205	10.84	1	20
7/13/2016 11:50	42564.49	15	3.58	0.51	0	0	0	9.01	0.98	20
7/14/2016 5:00	42565.21	15	2.72	0.68	0.02	0.09	0.055	12.43		19
7/14/2016 13:07	42565.55	13	3.16	0.51	0	0	0	10.01	0.98	20
7/14/2016 23:00	42565.96	14	4.1	1	0.33	0.22	0.275	12.39	1	19
7/15/2016 12:00	42566.50	15	3.22	0.9	0.31	0.21	0.26	12.34	0.99	19
7/15/2016 18:15	42566.76	15	2.46	0.51	0	0	0	7.96	1.05	20
7/16/2016 5:40	42567.24	15	3	0.68	0	0	0	8.14	1.05	19
7/16/2016 12:46	42567.53	15	3.09	0.59	0.09	0.16	0.125	8.54	1.11	20
7/16/2016 18:39	42567.78	15	2.91	0.36	0	0	0	8.93	1	20
7/16/2016 23:00	42567.96	12	2.98	0.3	0	0	0	8.1	1.01	20
7/17/2016 11:30	42568.48	15	2.94	0.51	0.12	0.04	0.08	8.12	1.1	20
7/17/2016 18:30	42568.77	12	1.59	0.18	0	0	0	10.01	0.5	20
7/18/2016 5:00	42569.21	17	12.1	0.71	0.09	0.1	0.095	13.61	1	19
7/18/2016 12:00	42569.50	15	12.24	0.89	0.11	0.18	0.145	12.24	1	19
7/18/2016 18:50	42569.78	15	18.31	0.68	0.05	0.09	0.07	15.91	1	20
7/19/2016 6:10	42570.26	17	9.5	0.87	0.05	0.08	0.065	11.57	1	19
7/19/2016 13:00	42570.54	14	7.48	1.2	0.55	0.24	0.395	11.89	1.08	19
7/19/2016 18:20	42570.76	16	12.9	1	0.13	0.33	0.23	12.01	1	19
7/20/2016 6:00	42571.25	14	8.01	1.03	0.29	0.36	0.325	2.91	0.86	19
7/20/2016 11:00	42571.46	15	8.89	1.2	0.31	0.22	0.265	12.24	1.1	19
7/20/2016 18:20	42571.76	15	9.01	0.98	0.21	0.39	0.3	10.98	0.91	20
7/21/2016 6:50	42572.28	15	6.72	1.93	0.59	0.61	0.6	8.16	1	19
7/21/2016 12:00	42572.50	14	6.82	1	0.22	0.31	0.265	11.24	1.1	20
7/21/2016 18:40	42572.78	14	6	0.41	0	0	0	10.05	1.05	20
7/22/2016 0:21	42573.01	15	5.63	0.5	0.1	0.18	0.14	10.01	1	20
7/22/2016 6:43	42573.28	18	6.18	0.63	0.1	0.16	0.13	10.28	0.5	19
7/22/2016 18:15	42573.76	16	5.1	0.41	0	0	0	8.01		20
7/23/2016 6:40	42574.28	15	5	0.81	0.1	0.2	0.15	9.19		
7/24/2016 6:00	42575.25	15	4.54	0.54	0.11	0	0.055	10.84	1.03	19
7/24/2016 12:30	42575.52	15	3.76	0.29	0	0	0	9.18	1.05	20
7/25/2016 6:30	42576.27	15	3.17	0.74	0.17	0.119	0.1445	9.84	1	19
7/25/2016 12:00	42576.50	14	3.66	0.53	0	0	0	9.81	1.05	20
7/26/2016 5:00	42577.21	15	3.08	0.62	0.11	0.18	0.145	8.18	1	19
7/26/2016 11:35	42577.48	19	3.01	0.18	0	0	0	1.36	1.1	20
7/26/2016 18:30	42577.77	14	3	0.66	0.1	0.11	0.105	8.88	0.8	20
7/27/2016 11:30	42578.48	17	2.68	0.51	0	0	0	7.09	1.05	20
7/27/2016 18:00	42578.75	15	3.17	0.63	0	0	0	7.31	1	20
7/28/2016 11:50	42579.49	15	3.05	0.32	0	0	0	7.96	0.8	20
7/29/2016 5:00	42580.21	15	5.57	0.62	0.09	0.03	0.06	13.72	1	20
7/29/2016 17:20	42580.72	10	3.18	0.12	0	0	0	15.01	0.36	19
7/30/2016 6:15	42581.26	18	6.19	0.3	0	0	0	13.86	1.16	19
7/30/2016 12:00	42581.50	15	5.94	0.46	0.02	0	0.01	9.98	1.1	19
7/30/2016 17:00	42581.71	16	5.2	0.81	0.15	0.2	0.175	10.01	0.85	19
7/31/2016 12:33	42582.52	16	4.54	0.46	0	0	0	10.24	1.05	20
7/31/2016 18:50	42582.78	11	4.91	0.38	0	0	0	12.96		19
8/1/2016 11:00	42583.46	16	5.22	0.81	0.17	0.31	0.24	9.34	1.1	19
8/1/2016 18:15	42583.76	15	4.19	0.7	0.16	0.09	0.125	10.05	1	20
8/2/2016 5:00	42584.21	16	3.98	0.41	0	0	0	0.32	1	19
8/2/2016 13:20	42584.56	15	3.55	0.55	0	0	0	10.84	1.1	20
8/2/2016 18:00	42584.75	16	3.91	0.36	0	0	0	8.01	1.05	20
8/3/2016 6:00	42585.25	15	3.9	0.31	0	0	0	9.86	1	19
8/3/2016 12:00	42585.50	15	3.4	0.61	0.09	0.11	0.1	9.37	1.1	19
8/3/2016 18:20	42585.76	15	3.06	0.21	0	0	0	8.96		20
8/4/2016 11:40	42586.49	16.5	3.03	0.71	0.24	0.19	0.215	7.81	1.1	19
8/4/2016 18:50	42586.78	15	3.61	0.31	0	0	0	7.14	1.01	19
8/4/2016 23:20	42586.97	15	3.21	0.41	0	0	0	7.01	1.06	19
8/5/2016 12:10	42587.51	15	3.21	0.41	0	0	0	8.24	0.59	19
8/5/2016 18:00	42587.75	14	3.08	0.15	0	0	0	9.78	1	20
8/6/2016 11:50	42588.49	15	3.26	0.3	0	0	0	0.01	1	19
8/7/2016 5:00	42589.21	14	3.33	0.4	0	0	0	9.82	1.08	19
8/7/2016 23:00	42589.96	13	2.9	0.33	0		0	7.24	0	20
8/8/2016 5:00	42590.21	13	2.72	0.6	0		0	7.89	0	19
8/8/2016 12:00	42590.50	11.5	2.56	0.28	0		0	7.14	1.01	20
8/8/2016 17:40	42590.74	12	2.72	0.3	0		0	6.22	1	21
8/9/2016 5:59	42591.25	12	2.72	0.29	0		0	7	0.84	20
8/9/2016 11:20	42591.47	12.5	2.86	0.45	0.03		0.03	6.58	1.05	21
8/9/2016 23:00	42591.96	12	2.54	0.33	0	0	0	7.22	1	21
8/10/2016 12:15	42592.51	9	3.91	0.22	0		0	9.1	1.05	21
8/10/2016 18:10	42592.76	15	5.36	0.88	0.27	0.3	0.285	11.24	0.99	21
8/11/2016 6:22	42593.27	15	5.24	1.57	0.75	0.82	0.785	13.24	1.08	20
8/11/2016 11:40	42593.49	20	5.28	0.7	0.01	0.03	0.02	9.86	1.05	21
8/12/2016 5:00	42594.21	15	5.09	0.99	0.3	0.22	0.26	8.89	1.08	20
8/12/2016 18:20	42594.76	15	4.96	0.91	0.18	0.2	0.19	8.91	1.05	21
8/13/2016 6:20	42595.26	17	4.98	0.39	0	0	0	8.76	1.05	20
8/13/2016 6:50	42595.28	17	4.9	0.99	0.3	0.22	0.26	12.87		21
8/13/2016 18:15	42595.76	17	9.1	0.7	0.09		0.09	11.36	1.01	20
8/14/2016 13:00	42596.54	15	7.94	0.71	0		0	9.86	1.1	20
8/14/2016 18:28	42596.77	15	25.81	1.01	0.91		0.91	15.23		19
8/15/2016 6:20	42597.26	17	21.1	10.05	0.2	0.27	0.235	15.83		19
8/15/2016 11:00	42597.46	15	19.12	0.99	0.3	0.24	0.27	15.24	1.09	19
8/15/2016 18:00	42597.75	15	12.61	0.45	0.05	0.03	0.04	15.96	0.13	19
8/16/2016 5:30	42598.23	17	15.86	0.41	0.1	0.08	0.09	15.01		19
8/16/2016 12:00	42598.50	19	10.24	0.9	0.33	0.22	0.275	11.72	0.99	20
8/16/2016 18:00	42598.75	17	6.91	0.8	0.18	0.1	0.14	9.36	1	20
8/17/2016 6:25	42599.27	15	5.91	0.3	0.05	0.1	0.075	10.9	0.9	19
8/17/2016 12:00	42599.50	15	5.22	0.49	0	0	0	10.24	1.08	19
